SentenceID,CodeSwitchedSentence,NumberOfCodeSwitching,CodeSwitch1,Translation1,CodeSwitch2,Translation2,CodeSwitch3,Translation3,CodeSwitch4,Translation4,CodeSwitch5,Translation5,TranslatedSentence,ChineseWordCount,EnglishWordCount,PunctuationCount,IndicesOfChineseWord,IndicesOfCodeSwitchedWord,IndicesOfPunctuation,,,,
1306, lease 结束 的 时候 可以 半 卖 半 送 所有 家具 ！,1,lease,租契,,,,,,,,, 租契 结束 的 时候 可以 半 卖 半 送 所有 家具 ！,10,1,1,[1_ 2_ 3_ 4_ 5_ 6_ 7_ 8_ 9_ 10],[0],[11],,,,
1307, 隔 一 条 街 有 在 south craig 上 有 各 种 餐馆 。,1,south craig,南克莱格,,,,,,,,, 隔 一 条 街 有 在 南克莱格 上 有 各 种 餐馆 。,11,2,1,[0_ 1_ 2_ 3_ 4_ 5_ 8_ 9_ 10_ 11_ 12],[6_ 7],[13],,,,
1308, 隔 一 条 街 有 在 south craig 上 有 各 种 餐馆 。,1,south craig,南克莱格,,,,,,,,, 隔 一 条 街 有 在 南克莱格 上 有 各 种 餐馆 。,11,2,1,[0_ 1_ 2_ 3_ 4_ 5_ 8_ 9_ 10_ 11_ 12],[6_ 7],[13],,,,
1309, 离 餐馆 和 超市 很 近 ， 选择 也 很多 ( chinese ， korean ， indian ， american ， vietnamese.,4,chinese,中餐,korean,韩餐,indian,印度餐,american,美餐,,, 离 餐馆 和 超市 很 近 ， 选择 也 很多 ( 中餐 ， 韩餐 ， 印度餐 ， 美餐 ， 越南餐,9,4,7,[0_ 1_ 2_ 3_ 4_ 5_ 7_ 8_ 9],[11_ 13_ 15_ 17],[6_ 10_ 12_ 14_ 16_ 18_ 19],,,,
1310, ) 非常 适合 暑假 短暂 visit ， 或者 新生 。,1,visit,游学,,,,,,,,, ) 非常 适合 暑假 短暂 游学 ， 或者 新生 。,6,1,3,[1_ 2_ 3_ 4_ 7_ 8],[5],[0_ 6_ 9],,,,
1311, 有 意向 的 欢迎 联系 las em@58,1,las,人名,,,,,,,,, 有 意向 的 欢迎 联系 人名,5,1,1,[0_ 1_ 2_ 3_ 4],[5],[6],,,,
1312, 恩 ， 情况 就是 这样 ， 如果 你 喜欢 吃 craig 上 的 饭店 很多 ， center 上 的 也 很 近 ， 如果 购物 ， cvs 和 giant eagle 应该 满足 你 的 要求 了 。,4,craig,克莱格,center,中央,cvs,西维斯,giant eagle,捷安特鹰,,, 恩 ， 情况 就是 这样 ， 如果 你 喜欢 吃 克莱格 上 的 饭店 很多 ， 中央 上 的 也 很 近 ， 如果 购物 ， 西维斯 和 捷安特鹰应该 满足 你 的 要求 了 。,26,5,6,[0_ 2_ 3_ 4_ 6_ 7_ 8_ 9_ 11_ 12_ 13_ 14_ 17_ 18_ 19_ 20_ 21_ 23_ 24_ 27_ 30_ 31_ 32_ 33_ 34_ 35],[10_ 16_ 26_ 28_ 29],[1_ 5_ 15_ 22_ 25_ 36],,,,
1313, 客厅 还 有 一 个 小 的 balcony 。,1,balcony,阳台,,,,,,,,, 客厅 还 有 一 个 小 的 balcony 。,7,1,1,[0_ 1_ 2_ 3_ 4_ 5_ 6],[7],[8],,,,
1314, 如果 您 有 兴趣 请 直接 联系 我 ， email ： em@59,1,email,邮件,,,,,,,,, 如果 您 有 兴趣 请 直接 联系 我 ， 邮件 ： em@59,8,1,3,[0_ 1_ 2_ 3_ 4_ 5_ 6_ 7],[9],[8_ 10_ 11],,,,
1315, plus ： 因为 是 house ， 前门 的 porch 是 我们 ， feel free to use 。,4,plus,备注,house,房子,porch,门廊,feel free to use,自便,,, 备注 ： 因为 是 房子 ， 前门 的 门廊 是 我们 ， 随意使用 。,6,7,4,[2_ 3_ 6_ 7_ 9_ 10],[0_ 4_ 8_ 12_ 13_ 14_ 15],[1_ 5_ 11_ 16],,,,
1316, 应该 再 怒 送 租房 的 人 一 个 offer,1,offer,奖励,,,,,,,,, 应该 再 怒 送 租房 的 人 一 个 offer,9,1,0,[0_ 1_ 2_ 3_ 4_ 5_ 6_ 7_ 8],[9],[],,,,
1317, pittsburgh 的 一 幢 house ， 地点 非常 好 ， 在 douglas st.,3,pittsburgh,匹兹堡,house,房子,douglas,道格拉斯,,,,, 匹兹堡 的 一 幢 房子 ， 地点 非常 好 ， 在 道格拉斯,7,3,3,[1_ 2_ 3_ 6_ 7_ 8_ 10],[0_ 4_ 11],[5_ 9_ 12],,,,
1318, 和 murray ave.,1,murray,默里,,,,,,,,, 和 默里,1,1,1,[0],[1],[2],,,,
1319, 隔 一 条 街 有 在 south craig 上 有 各 种 餐馆 。,1,south craig,南克莱格,,,,,,,,, 隔 一 条 街 有 在 南克莱格上 有 各 种 餐馆 。,11,2,1,[0_ 1_ 2_ 3_ 4_ 5_ 8_ 9_ 10_ 11_ 12],[6_ 7],[13],,,,
1320, 就读 pitt mse 。,1,pitt mse,匹兹堡mse专业,,,,,,,,, 就读匹兹堡mse专业。,1,2,1,[0],[1_ 2],[3],,,,
1321, html 如有 需要 请 发送 邮件 em@60,1,html,短讯,,,,,,,,, 短讯 如有 需要 请 发送 邮件 em@60,5,1,1,[1_ 2_ 3_ 4_ 5],[0],[6],,,,
1322, plus ： 因为 是 house ， 前门 的 porch 是 我们 ， feel free to use 。,4,plus,备注,house,房子,porch,门廊,feel free to use,自编,,, 备注 ： 因为 是 房子 ， 前门 的 门廊 是 我们 ， 随意使用 。,6,7,4,[2_ 3_ 6_ 7_ 9_ 10],[0_ 4_ 8_ 12_ 13_ 14_ 15],[1_ 5_ 11_ 16],,,,
1323, pdf 家具 齐全 ， 可 拎包 入住 。,1,pdf,小区名字,,,,,,,,, 小区名字 家具 齐全 ， 可 拎包 入住 。,5,1,2,[1_ 2_ 4_ 5_ 6],[0],[3_ 7],,,,
1324, apartmenttypeid=309 位置 : aiken 和 center 的 交叉 路口 .,2,aiken,艾肯,center,中心,,,,,,, apartmenttypeid=309 位置 : 艾肯 和 中心 的 交叉 路口 .,5,2,3,[1_ 4_ 6_ 7_ 8],[3_ 5],[0_ 2_ 9],,,,
1325, 租约 也 和 这 家 公司 签 legal lease contract ， 不 是 和 我们 签 .,1,legal lease contract,合法租约,,,,,,,,, 租约 也 和 这 家 公司 签 l合法租约， 不 是 和 我们 签 .,12,3,2,[0_ 1_ 2_ 3_ 4_ 5_ 6_ 11_ 12_ 13_ 14_ 15],[7_ 8_ 9],[10_ 16],,,,
1326, 备注 : 这 间 apartment 住房 的 质量 不同 ， 有的 房间 暖气 什么 都 不 work ， 我们 房间 各 个 设施 都 可以 work .,3,apartment,公寓,work,好使,work,使用,,,,, 备注 : 这 间 公寓 住房 的 质量 不同 ， 有的 房间 暖气 什么 都 不 好使 ， 我们 房间 各 个 设施 都 可以 使用 .,20,3,4,[0_ 2_ 3_ 5_ 6_ 7_ 8_ 10_ 11_ 12_ 13_ 14_ 15_ 18_ 19_ 20_ 21_ 22_ 23_ 24],[4_ 16_ 25],[1_ 9_ 17_ 26],,,,
1327, 包 水 和 gas ， 不 包 电 和 网络 。,1,gas,燃气,,,,,,,,, 包 水 和 燃气 ， 不 包 电 和 网络 。,8,1,2,[0_ 1_ 2_ 5_ 6_ 7_ 8_ 9],[3],[4_ 10],,,,
1328, 此外 附近 大型 超市 众多 giant eagle （ 0.,1,giant eagle,捷安特鹰,,,,,,,,, 此外 附近 大型 超市 众多 捷安特鹰 （ 0.,5,2,2,[0_ 1_ 2_ 3_ 4],[5_ 6],[7_ 8],,,,
1329, html 详情 请 联系 ： em@61,1,html,短讯,,,,,,,,, 短讯 详情 请 联系 ： em@61,3,1,2,[1_ 2_ 3],[0],[4_ 5],,,,
1330, cvs/超市 都 在 一 两 个 block 的 距离 。,1,block,街区,,,,,,,,, cvs/超市 都 在 一 两 个 街区 的 距离 。,7,1,2,[1_ 2_ 3_ 4_ 5_ 7_ 8],[6],[0_ 9],,,,
1331, 可以 从 summer 或 fall 开始 ， 一直 租 到 明年 。,2,summer,夏天,fall,秋天,,,,,,, 可以 从 夏天 或 秋天 开始 ， 一直 租 到 明年 。,8,2,2,[0_ 1_ 3_ 5_ 7_ 8_ 9_ 10],[2_ 4],[6_ 11],,,,
1332, 联系 方式 vivian em@62,1,vivian,薇薇安,,,,,,,,, 联系 方式 薇薇安 em@62,2,1,1,[0_ 1],[2],[3],,,,
1333, 房租 包 电 以外 的 所有 utility ， 房间 内 家具 齐全 （ 真皮 沙发 ， king size 大 床 ） ， 拎包 入住 。,2,utility,配套设施,king size,特大号床垫,,,,,,, 房租 包 电 以外 的 所有 配套设施 ， 房间 内 家具 齐全 （ 真皮 沙发 ， 特大号床垫 大 床 ） ， 拎包 入住 。,16,3,6,[0_ 1_ 2_ 3_ 4_ 5_ 8_ 9_ 10_ 11_ 13_ 14_ 18_ 19_ 22_ 23],[6_ 16_ 17],[7_ 12_ 15_ 20_ 21_ 24],,,,
1334, 位置 ： 位于 squirrel hill 的 hobart st .,2,squirrel hill,松鼠山,hobart st,霍波特街,,,,,,, 位置 ： 位于松鼠山 的霍波特街.,3,4,2,[0_ 2_ 5],[3_ 4_ 6_ 7],[1_ 8],,,,
1335, 三 趟 公交 均 直达 waterfront 购物 中心 ， 非常 方便 。,1,waterfront,前水,,,,,,,,, 三 趟 公交 均 直达 前水 购物 中心 ， 非常 方便 。,9,1,2,[0_ 1_ 2_ 3_ 4_ 6_ 7_ 9_ 10],[5],[8_ 11],,,,
1336, crew 等 ） 。,1,crew,成员,,,,,,,,, 成员,1,1,2,[1],[0],[2_ 3],,,,
1337, pdf 家具 齐全 ， 可 拎包 入住 。,1,pdf,小区名字,,,,,,,,, 小区名字 家具 齐全 ， 可 拎包 入住 。,5,1,2,[1_ 2_ 4_ 5_ 6],[0],[3_ 7],,,,
1338, 更多 照片 可以 来 email 联系 提供 。,1,email,邮件,,,,,,,,, 更多 照片 可以 来 邮件 联系 提供 。,6,1,1,[0_ 1_ 2_ 3_ 5_ 6],[4],[7],,,,
1339, 具体 请 google 之 。,1,google,谷歌,,,,,,,,, 具体 请 谷歌 之 。,3,1,1,[0_ 1_ 3],[2],[4],,,,
1340, 晚上 回来 可以 乘坐 yellow 或 red 的 escort ， 下车 即 到家 。,3,yellow,黄线,red,红线,escort,通勤线,,,,, 晚上 回来 可以 乘坐 黄线 或 红线 的 通勤线 ， 下车 即 到家 。,9,3,2,[0_ 1_ 2_ 3_ 5_ 7_ 10_ 11_ 12],[4_ 6_ 8],[9_ 13],,,,
1341, 包括 床 （ full size ） ， 桌子 ， 转椅 ， 柜子 ， 灯 等等 。,1,full size,大号床垫,,,,,,,,, 包括 床 （大号床垫 ） ， 桌子 ， 转椅 ， 柜子 ， 灯 等等 。,7,2,7,[0_ 1_ 7_ 9_ 11_ 13_ 14],[3_ 4],[2_ 5_ 6_ 8_ 10_ 12_ 15],,,,
1342, 但是 在 email 里面 他 想 索要 我 的 地址 ， 想要 给 我 寄 支票 。,1,email,邮件,,,,,,,,, 但是 在 邮件 里面 他 想 索要 我 的 地址 ， 想要 给 我 寄 支票 。,14,1,2,[0_ 1_ 3_ 4_ 5_ 6_ 7_ 8_ 9_ 11_ 12_ 13_ 14_ 15],[2],[10_ 16],,,,
1343, 于是 google 了 一下 ， 发现 是 个 骗子 。,1,google,谷歌,,,,,,,,, 于是 谷歌 了 一下 ， 发现 是 个 骗子 。,7,1,2,[0_ 2_ 3_ 5_ 6_ 7_ 8],[1],[4_ 9],,,,
1344, 房型 结构 ： house 一共 三 层 ， 共 四 间 卧室 ， 一 层 是 客厅 和 厨房 ， 二 、 三 两 层 各 两 间 卧室 和 卫生间 。,1,house,房子,,,,,,,,, 房型 结构 ： 房子 一共 三 层 ， 共 四 间 卧室 ， 一 层 是 客厅 和 厨房 ， 二 、 三 两 层 各 两 间 卧室 和 卫生间 。,25,1,6,[0_ 1_ 4_ 5_ 6_ 8_ 9_ 10_ 11_ 13_ 14_ 15_ 16_ 17_ 18_ 20_ 22_ 23_ 24_ 25_ 26_ 27_ 28_ 29_ 30],[3],[2_ 7_ 12_ 19_ 21_ 31],,,,
1345, basement 有 free laundry and dryer .,2,basement,地下室,free laundry and dryer,免费洗衣和烘干,,,,,,, 地下室 有免费洗衣和烘干.,1,5,1,[1],[0_ 2_ 3_ 4_ 5],[6],,,,
1346, 晚上 回来 可以 乘坐 yellow 或 red 的 escort ， 下车 即 到家 。,3,yellow,黄线,red,红线,escort,通勤线,,,,, 晚上 回来 可以 乘坐 黄线 或 红线 的 通勤线 ， 下车 即 到家 。,9,3,2,[0_ 1_ 2_ 3_ 5_ 7_ 10_ 11_ 12],[4_ 6_ 8],[9_ 13],,,,
1347, 照片 可以 来 email 联系 提供 。,1,email,邮件,,,,,,,,, 照片 可以 来 邮件 联系 提供 。,5,1,1,[0_ 1_ 2_ 4_ 5],[3],[6],,,,
1348, 包括 床 （ queen size ） ， 桌子 ， 转椅 ， 柜子 ， 灯 等等 。,1,queen size,较大号床垫,,,,,,,,, 包括 床 （ 较大号床垫 ） ， 桌子 ， 转椅 ， 柜子 ， 灯 等等 。,7,2,7,[0_ 1_ 7_ 9_ 11_ 13_ 14],[3_ 4],[2_ 5_ 6_ 8_ 10_ 12_ 15],,,,
1349, 抱歉 ， bed size 写 错 了 ， 床 是 full size 的 。,2,bed size,床大小,full size,大号床垫,,,,,,, 抱歉 ， 床大小 写 错 了 ， 床 是 大号床垫 的 。,7,4,3,[0_ 4_ 5_ 6_ 8_ 9_ 12],[2_ 3_ 10_ 11],[1_ 7_ 13],,,,
1350, 晚上 回来 可以 乘坐 yellow 或 red 的 escort ， 下车 即 到家 。,3,yellow,黄线,red,红线,escort,通勤线,,,,, 晚上 回来 可以 乘坐 黄线 或 红线 的 通勤线 ， 下车 即 到家 。,9,3,2,[0_ 1_ 2_ 3_ 5_ 7_ 10_ 11_ 12],[4_ 6_ 8],[9_ 13],,,,
1351, 9:28am ) ， 下午 大概 四 班 shuttle 直接 带 你 回 公寓 （ 3:30-5:30 pm ) .,2,shuttle,公交,pm,下午,,,,,,, 9:28am ) ， 下午 大概 四 班 公交 直接 带 你 回 公寓 （ 3:30-5:30 下午) .,9,2,7,[3_ 4_ 5_ 6_ 8_ 9_ 10_ 11_ 12],[7_ 15],[0_ 1_ 2_ 13_ 14_ 16_ 17],,,,
1352, 环境 舒适 ： squirrel hill 是 pittsburgh 最 安全 的 一 个 区 ， 大部分 是 留学生 ， 晚上 非常 安静 。,2,squirrel hill,松鼠山,pittsburgh,匹兹堡,,,,,,, 环境 舒适 ： 松鼠山 匹兹堡 最 安全 的 一 个 区 ， 大部分 是 留学生 ， 晚上 非常 安静 。,15,3,4,[0_ 1_ 5_ 7_ 8_ 9_ 10_ 11_ 12_ 14_ 15_ 16_ 18_ 19_ 20],[3_ 4_ 6],[2_ 13_ 17_ 21],,,,
1353, 入住 期间 有 任何 关于 房子 的 问题 ， 可以 直接 联系 walnut capital ， 即 可 解决 ， 响应 速度 很 快 。,1,walnut capital,坚果中心,,,,,,,,, 入住 期间 有 任何 关于 房子 的 问题 ， 可以 直接 联系 坚果中心， 即 可 解决 ， 响应 速度 很 快 。,18,2,4,[0_ 1_ 2_ 3_ 4_ 5_ 6_ 7_ 9_ 10_ 11_ 15_ 16_ 17_ 19_ 20_ 21_ 22],[12_ 13],[8_ 14_ 18_ 23],,,,
1354, html 联系 邮件 ： em@63,1,html,短讯,,,,,,,,, 短讯 联系 邮件 ： em@63,2,1,2,[1_ 2],[0],[3_ 4],,,,
1355, 房子 是 meyers management 的 ， 口碑 大家 都 知道 ， 匹兹堡 最 好 的 公司 了 ， 服务 一流 ， 在 网 上 request 维修 服务 当天 就 可 完成 。,2,meyers management,迈耶管理,request,请求,,,,,,, 房子 是 迈耶管理的 ， 口碑 大家 都 知道 ， 匹兹堡 最 好 的 公司 了 ， 服务 一流 ， 在 网 上 请求维修 服务 当天 就 可 完成 。,24,3,5,[0_ 1_ 4_ 6_ 7_ 8_ 9_ 11_ 12_ 13_ 14_ 15_ 16_ 18_ 19_ 21_ 22_ 23_ 25_ 26_ 27_ 28_ 29_ 30],[2_ 3_ 24],[5_ 10_ 17_ 20_ 31],,,,
1356, 我 在 n neville 。,1,n neville,南内伟业街,,,,,,,,, 我 在南内伟业街。,2,2,1,[0_ 1],[2_ 3],[4],,,,
1357, devonshire apartment 一 厅 一 室 。,1,devonshire apartment,德文郡公寓,,,,,,,,, 德文郡公寓一 厅 一 室 。,4,2,1,[2_ 3_ 4_ 5],[0_ 1],[6],,,,
1358, 在 giant eagle 附近 ， 购物 方便 。,1,giant eagle,捷安特鹰,,,,,,,,, 在捷安特鹰 附近 ， 购物 方便 。,4,2,2,[0_ 3_ 5_ 6],[1_ 2],[4_ 7],,,,
1359, 家具 : 有 一些 家具 ， basement 里面 也 有 一些 之前 同学 留下 的 。,1,basement,地下室,,,,,,,,, 家具 : 有 一些 家具 ， 地下室 里面 也 有 一些 之前 同学 留下 的 。,12,1,3,[0_ 2_ 3_ 4_ 7_ 8_ 9_ 10_ 11_ 12_ 13_ 14],[6],[1_ 5_ 15],,,,
1360, house 状况 非常 好 ， 地板 地毯 都 是 两 年 新 ， 干净 整齐 漂亮 。,1,house,房子,,,,,,,,, 房子 状况 非常 好 ， 地板 地毯 都 是 两 年 新 ， 干净 整齐 漂亮 。,13,1,3,[1_ 2_ 3_ 5_ 6_ 7_ 8_ 9_ 10_ 11_ 13_ 14_ 15],[0],[4_ 12_ 16],,,,
1361, 我 有意 租 house ， 联系 我 em@64,1,house,房子,,,,,,,,, 我 有意 租 房子 ， 联系 我 em@64,5,1,2,[0_ 1_ 2_ 5_ 6],[3],[4_ 7],,,,
1362, 门口 是 车站 和 学校 shuttle 车站 。,1,shuttle,公交,,,,,,,,, 门口 是 车站 和 学校 公交 车站 。,6,1,1,[0_ 1_ 2_ 3_ 4_ 6],[5],[7],,,,
1363, 附近 有 walnut street 购物 吃饭 。,1,walnut street,坚果街,,,,,,,,, 附近 有 坚果街购物 吃饭 。,4,2,1,[0_ 1_ 4_ 5],[2_ 3],[6],,,,
1364, jpg/url ] still available~~~up up 顶 ！,2,still,仍然,up,顶,,,,,,, jpg/url ] 仍然~~~顶 ！,1,2,4,[5],[2_ 4],[0_ 1_ 3_ 6],,,,
1365, 包 水 和 gas ， 不 包 电 和 网络 。,1,gas,燃气,,,,,,,,, 包 水 和 燃气 ， 不 包 电 和 网络 。,8,1,2,[0_ 1_ 2_ 5_ 6_ 7_ 8_ 9],[3],[4_ 10],,,,
1366, 原价 ： 房租 一 共 是 $1350 ( 可以 给 你 看 我们 的 lease ) ， 三 间 房 其中 一 间 大 的 是 $490 ， 其他 两 间 都 是 $430 。,1,lease,租约,,,,,,,,, 原价 ： 房租 一 共 是 $1350 ( 可以 给 你 看 我们 的 租约 ) ， 三 间 房 其中 一 间 大 的 是 $490 ， 其他 两 间 都 是 $430 。,25,1,9,[0_ 2_ 3_ 4_ 5_ 8_ 9_ 10_ 11_ 12_ 13_ 17_ 18_ 19_ 20_ 21_ 22_ 23_ 24_ 25_ 28_ 29_ 30_ 31_ 32],[14],[1_ 6_ 7_ 15_ 16_ 26_ 27_ 33_ 34],,,,
1367, 这个 价格 加上 补贴 之后 非常 划算 ， 在 sq hill 你 找 不 到 性价比 更 高 的 了 ！,1,sq hill,松鼠山,,,,,,,,, 这个 价格 加上 补贴 之后 非常 划算 ， 在松鼠山你 找 不 到 性价比 更 高 的 了 ！,17,2,2,[0_ 1_ 2_ 3_ 4_ 5_ 6_ 8_ 11_ 12_ 13_ 14_ 15_ 16_ 17_ 18_ 19],[9_ 10],[7_ 20],,,,
1368, html 联系 方式 ： pn-17 ，,1,html,短讯,,,,,,,,, 短讯 联系 方式 ： pn-17 ，,2,1,3,[1_ 2],[0],[3_ 4_ 5],,,,
1369, 房产 公司 为 rockwell realty ， 是 pittsburgh 一 家 较为 出名 的 房产 公司 ， 管理 完善 服务 到位 。,2,rockwell realty,真岩石,pittsburgh,匹兹堡,,,,,,, 房产 公司 为真岩石， 是 匹兹堡 一 家 较为 出名 的 房产 公司 ， 管理 完善 服务 到位 。,15,3,3,[0_ 1_ 2_ 6_ 8_ 9_ 10_ 11_ 12_ 13_ 14_ 16_ 17_ 18_ 19],[3_ 4_ 7],[5_ 15_ 20],,,,
1370, 房子 是 meyers management 的 ， 口碑 大家 都 知道 ， 匹兹堡 最 好 的 公司 了 ， 服务 一流 ， 家里 什么 东西 坏 了 ， 网上 request 一下 ， 当天 就 修好 了 。,2,meyers management,迈耶管理,request,请求,,,,,,, 房子 是 迈耶管理 的 ， 口碑 大家 都 知道 ， 匹兹堡 最 好 的 公司 了 ， 服务 一流 ， 家里 什么 东西 坏 了 ， 网上 请求 一下 ， 当天 就 修好 了 。,26,3,7,[0_ 1_ 4_ 6_ 7_ 8_ 9_ 11_ 12_ 13_ 14_ 15_ 16_ 18_ 19_ 21_ 22_ 23_ 24_ 25_ 27_ 29_ 31_ 32_ 33_ 34],[2_ 3_ 28],[5_ 10_ 17_ 20_ 26_ 30_ 35],,,,
1371, 卫生间 以及 客厅 ， 厨房 和 另 一 个 中国 女生 share .,1,share,共享,,,,,,,,, 卫生间 以及 客厅 ， 厨房 和 另 一 个 中国 女生 共享 .,10,1,2,[0_ 1_ 2_ 4_ 5_ 6_ 7_ 8_ 9_ 10],[11],[3_ 12],,,,
1372, meyers management 管理 ， 质量 有口皆碑 。,1,meyers management,迈耶管理,,,,,,,,, 迈耶管理管理 ， 质量 有口皆碑 。,3,2,2,[2_ 4_ 5],[0_ 1],[3_ 6],,,,
1373, 公寓 带 garage ， laundry ， 电梯 ， 公寓 每 周 都 有 人 来 打扫 公共 区域 ， 屋子 里 家具 都 有 ， 可以 拎包 入住 ， 家具 全部 免费 赠送 ！,2,garage,车库,laundry,洗衣,,,,,,, 公寓 带 车库 ， 洗衣 ， 电梯 ， 公寓 每 周 都 有 人 来 打扫 公共 区域 ， 屋子 里 家具 都 有 ， 可以 拎包 入住 ， 家具 全部 免费 赠送 ！,25,2,7,[0_ 1_ 6_ 8_ 9_ 10_ 11_ 12_ 13_ 14_ 15_ 16_ 17_ 19_ 20_ 21_ 22_ 23_ 25_ 26_ 27_ 29_ 30_ 31_ 32],[2_ 4],[3_ 5_ 7_ 18_ 24_ 28_ 33],,,,
1374, 欢迎 联系 欢迎 联系 欢迎 联系 欢迎 联系 欢迎 联系 欢迎 联系 顶 欢迎 联系 bump,1,bump,人名,,,,,,,,, 欢迎 联系 欢迎 联系 欢迎 联系 欢迎 联系 欢迎 联系 欢迎 联系 顶 欢迎 联系 人名,15,1,0,[0_ 1_ 2_ 3_ 4_ 5_ 6_ 7_ 8_ 9_ 10_ 11_ 12_ 13_ 14],[15],[],,,,
1375, 楼 主 住 master room ， 有 独立 卫生间 ， 所以 房客 只 需 跟 小 房间 房客 share 卫生间 。,2,master room,主卧,share,共享,,,,,,, 楼 主 住 主卧 ， 有 独立 卫生间 ， 所以 房客 只 需 跟 小 房间 房客 共享 卫生间 。,15,3,3,[0_ 1_ 2_ 6_ 7_ 8_ 10_ 11_ 12_ 13_ 14_ 15_ 16_ 17_ 19],[3_ 4_ 18],[5_ 9_ 20],,,,
1376, 客厅 还 有 一 个 小 的 balcony 。,1,balcony,阳台,,,,,,,,, 客厅 还 有 一 个 小 的 阳台 。,7,1,1,[0_ 1_ 2_ 3_ 4_ 5_ 6],[7],[8],,,,
1377, floor plan 见 附件 。,1,floor plan,户型图,,,,,,,,, 户型图 见 附件 。,2,2,1,[2_ 3],[0_ 1],[4],,,,
1378, 由于 本人 年底 毕业 要 搬家 ， 现出 租 squirrel hill house 里 的 一 间 卧室 。,1,squirrel hill house,松鼠山房子,,,,,,,,, 由于 本人 年底 毕业 要 搬家 ， 现出 松鼠山房子 里 的 一 间 卧室 。,13,3,2,[0_ 1_ 2_ 3_ 4_ 5_ 7_ 8_ 12_ 13_ 14_ 15_ 16],[9_ 10_ 11],[6_ 17],,,,
1379, 饮食 ： 离 星巴克 ， 川 霸王 ， giant eagle 不 到 五 分钟 路程 。,1,giant eagle,捷安特鹰,,,,,,,,, 饮食 ： 离 星巴克 ， 川 霸王 ，捷安特鹰不 到 五 分钟 路程 。,10,2,4,[0_ 2_ 3_ 5_ 6_ 10_ 11_ 12_ 13_ 14],[8_ 9],[1_ 4_ 7_ 15],,,,
1380, 位 于 north neville 和 bayard 路口 附近 ， 有 遮挡 客厅 。,2,north neville,北内维尔,bayard,巴亚德,,,,,,, 位 于北内维尔和巴亚德 路口 附近 ， 有 遮挡 客厅 。,8,3,2,[0_ 1_ 4_ 6_ 7_ 9_ 10_ 11],[2_ 3_ 5],[8_ 12],,,,
1381, 该 house 的 一 楼 是 商铺 （ 中国 大妈 在 卖 饰品 服饰 ） ， 二 楼 有 两 间 bedroom ， 厨房 和 厕所 ， 三 楼 有 三 间 bedroom 。,3,house,房子,bedroom,卧室,bedroom,卧室,,,,, 该 房子 的 一 楼 是 商铺 （ 中国 大妈 在 卖 饰品 服饰 ） ， 二 楼 有 两 间 卧室 ， 厨房 和 厕所 ， 三 楼 有 三 间 卧室 。,25,3,6,[0_ 2_ 3_ 4_ 5_ 6_ 8_ 9_ 10_ 11_ 12_ 13_ 16_ 17_ 18_ 19_ 20_ 23_ 24_ 25_ 27_ 28_ 29_ 30_ 31],[1_ 21_ 32],[7_ 14_ 15_ 22_ 26_ 33],,,,
1382, cvs ， 超市 都 在 一 两 个 block 的 距离 。,2,cvs,西维斯,block,街区,,,,,,, 西维斯 ， 超市 都 在 一 两 个 街区 的 距离 。,8,2,2,[2_ 3_ 4_ 5_ 6_ 7_ 9_ 10],[0_ 8],[1_ 11],,,,
1383, up up ~ 现在 还 available ~ ding ~ ~,3,up up,顶顶,available,空余,ding,叮,,,,, 顶顶 ~ 现在 还 空余,2,4,4,[3_ 4],[0_ 1_ 5_ 7],[2_ 6_ 8_ 9],,,,
1384, ding yi ding 顶 欢迎 女生 联系 我 。,1,ding yi ding,顶顶,,,,,,,,, 顶顶顶 欢迎 女生 联系 我 。,5,3,1,[3_ 4_ 5_ 6_ 7],[0_ 1_ 2],[8],,,,
1385, utility 大约 30-40 一 个 月 。,1,utility,使用费,,,,,,,,, 使用费 大约 30-40 一 个 月 。,4,1,2,[1_ 3_ 4_ 5],[0],[2_ 6],,,,
1386, 房子 是 walnut management 管理 的 ， 包 暖气 ， 平时 暖气 开 得 很 足 。,1,walnut management,坚果管理,,,,,,,,, 房子 是 坚果管理管理 的 ， 包 暖气 ， 平时 暖气 开 得 很 足 。,12,2,3,[0_ 1_ 4_ 5_ 7_ 8_ 10_ 11_ 12_ 13_ 14_ 15],[2_ 3],[6_ 9_ 16],,,,
1387, 晚上 回来 可以 乘坐 yellow 或 red 的 escort ， 下车 即 到家 。,3,yellow,黄线,red,红线,escort,护送,,,,, 晚上 回来 可以 乘坐 黄线 或 红线 的 通勤线 ， 下车 即 到家 。,9,3,2,[0_ 1_ 2_ 3_ 5_ 7_ 10_ 11_ 12],[4_ 6_ 8],[9_ 13],,,,
1388, ding yi xia 顶 一下,1,ding yi xia,顶顶,,,,,,,,, 顶 一下,2,3,0,[3_ 4],[0_ 1_ 2],[],,,,
1389, 北 奥克兰 bayard 与 n.,1,bayard,巴亚德,,,,,,,,, 北 奥克兰 巴亚德,3,1,1,[0_ 1_ 3],[2],[4],,,,
1390, king edward 客厅 出租 。,1,king edward,皇爱德华德,,,,,,,,, 皇爱德华德 客厅 出租 。,2,2,1,[2_ 3],[0_ 1],[4],,,,
