SentenceID,CodeSwitchedSentence,NumberOfCodeSwitching,CodeSwitch1,Translation1,CodeSwitch2,Translation2,CodeSwitch3,Translation3,CodeSwitch4,Translation4,CodeSwitch5,Translation5,TranslatedSentence,ChineseWordCount,EnglishWordCount,PunctuationCount,IndicesOfChineseWord,IndicesOfCodeSwitchedWord,IndicesOfPunctuation,,,,,
598, 并且 附近 有 cvs 和 印度 、 韩国 超市 ， 购物 也 方便 。,1,cvs,超市名,,,,,,,,, 并且 附近 有 cvs(超市名) 和 印度 、 韩国 超市 ， 购物 也 方便 。,10,1,3,[0_ 1_ 2_ 4_ 5_ 7_ 8_ 10_ 11_ 12],[3],[6_ 9_ 13],,,,,
599, north oakland 属于 学校 附近 相对 安静 和 治安 情况 较 好 的 区域 ， 居住 环境 好 ， 利于 学习 和 生活 。,1,north oakland,北奥克兰,,,,,,,,, 北奥克兰属于 学校 附近 相对 安静 和 治安 情况 较 好 的 区域 ， 居住 环境 好 ， 利于 学习 和 生活 。,19,2,3,[2_ 3_ 4_ 5_ 6_ 7_ 8_ 9_ 10_ 11_ 12_ 13_ 15_ 16_ 17_ 19_ 20_ 21_ 22],[0_ 1],[14_ 18_ 23],,,,,
600, 房租 在 400-500 usd / 月,1,usd,美刀,,,,,,,,, 房租 在 400-500 美刀 / 月,3,1,2,[0_ 1_ 5],[3],[2_ 4],,,,,
601, ） 即日 起 available ！,1,available,有效,,,,,,,,, ） 即日 起 有效 ！,2,1,2,[1_ 2],[3],[0_ 4],,,,,
602, ） 即日 起 available ！,1,available,有效,,,,,,,,, ） 即日 起 有效 ！,2,1,2,[1_ 2],[3],[0_ 4],,,,,
603, ［ 生活 环境 ］ 距 giant eagle ， walnut st 步行 约 五 分钟 ， 周边 有 许多 餐厅 。,2,giant eagle,大老鹰,walnut st,核桃街,,,,,,, ［ 生活 环境 ］ 距 大老鹰 ， 核桃街 步行 约 五 分钟 ， 周边 有 许多 餐厅 。,11,4,5,[1_ 2_ 4_ 10_ 11_ 12_ 13_ 15_ 16_ 17_ 18],[5_ 6_ 8_ 9],[0_ 3_ 7_ 14_ 19],,,,,
604, sherwood 算是 匹兹堡 地区 最好 的 公寓 之一 了 ， 稍微 听说 过 的 同学 应该 都 知道 。,1,sherwood,谢尔伍德,,,,,,,,, 谢尔伍德 算是 匹兹堡 地区 最好 的 公寓 之一 了 ， 稍微 听说 过 的 同学 应该 都 知道 。,16,1,2,[1_ 2_ 3_ 4_ 5_ 6_ 7_ 8_ 10_ 11_ 12_ 13_ 14_ 15_ 16_ 17],[0],[9_ 18],,,,,
605, 有 床 （ queen size ） 和 桌子 椅子 。,1,queen size,大号尺寸的,,,,,,,,, 有 床 （大号尺寸的） 和 桌子 椅子 。,5,2,3,[0_ 1_ 6_ 7_ 8],[3_ 4],[2_ 5_ 9],,,,,
606, 三 层 house ， 带 地下室 。,1,house,住宅,,,,,,,,, 三 层独栋住宅， 带 地下室 。,4,1,2,[0_ 1_ 4_ 5],[2],[3_ 6],,,,,
607, ［ 生活 环境 ］ 距 giant eagle ， walnut st 步行 约 五 分钟 ， 周边 有 许多 餐厅 。,2,giant eagle,大老鹰,walnut st,核桃街,,,,,,, ［ 生活 环境 ］ 距 大老鹰 ， 核桃街 步行 约 五 分钟 ， 周边 有 许多 餐厅 。,11,4,5,[1_ 2_ 4_ 10_ 11_ 12_ 13_ 15_ 16_ 17_ 18],[5_ 6_ 8_ 9],[0_ 3_ 7_ 14_ 19],,,,,
608, 地址 ： chesterfield rd ，,1,chesterfield rd,切斯特菲尔德路,,,,,,,,, 地址 ：切斯特菲尔德路，,1,2,2,[0],[2_ 3],[1_ 4],,,,,
609, 并且 bus stop 的 位置 距离 公寓 只 需 四 分钟 的 时间 。,1,bus stop,公交站,,,,,,,,, 并且 公交站的 位置 距离 公寓 只 需 四 分钟 的 时间 。,11,2,1,[0_ 3_ 4_ 5_ 6_ 7_ 8_ 9_ 10_ 11_ 12],[1_ 2],[13],,,,,
610, 房租 交付 方式 为 check 。,1,check,支票,,,,,,,,, 房租 交付 方式 为 支票 。,4,1,1,[0_ 1_ 2_ 3],[4],[5],,,,,
611, maintenance request 发出 一 两 天 内 就 会 有 人 来 修 。,1,maintenance request,维修申请,,,,,,,,, 维修申请发出 一 两 天 内 就 会 有 人 来 修 。,11,2,1,[2_ 3_ 4_ 5_ 6_ 7_ 8_ 9_ 10_ 11_ 12],[0_ 1],[13],,,,,
612, pittsburgh oakland 地区 豪华 房 出租 ：,1,pittsburgh oakland,匹兹堡奥克兰,,,,,,,,, 匹兹堡奥克兰地区 豪华 房 出租 ：,4,2,1,[2_ 3_ 4_ 5],[0_ 1],[6],,,,,
613, 房子 是 独立 town house,1,town house,联排楼,,,,,,,,, 房子 是 独立 联排楼,3,2,0,[0_ 1_ 2],[3_ 4],[],,,,,
614, 美国 请 联系 王 哥 pn-12 （ 美国 电话 ） ， email ： em@23,1,email,电子邮件,,,,,,,,, 美国 请 联系 王 哥 pn-12 （ 美国 电话 ） ， 电子邮箱： em@23,7,1,6,[0_ 1_ 2_ 3_ 4_ 7_ 8],[11],[5_ 6_ 9_ 10_ 12_ 13],,,,,
615, 本人 求 one bed room ， college garden .,2,one bed room,单卧室间,college garden,学校花园,,,,,,, 本人 求单卧室间，学校花园,2,5,2,[0_ 1],[2_ 3_ 4_ 6_ 7],[5_ 8],,,,,
616, south oakland ， house 一 个 卧室 出租 。,2,south oakland,南奥克兰,house,住宅,,,,,,, 南奥克兰 ， 独栋住宅 一 个 卧室 出租 。,4,3,2,[4_ 5_ 6_ 7],[0_ 1_ 3],[2_ 8],,,,,
617, house 里 还 有 客厅 ， 厨房 ， 地下室 。,1,house,住宅,,,,,,,,, 独栋住宅 里 还 有 客厅 ， 厨房 ， 地下室 。,6,1,3,[1_ 2_ 3_ 4_ 6_ 8],[0],[5_ 7_ 9],,,,,
618, 三 层 楼 house,1,house,住宅,,,,,,,,, 三 层 楼 独栋住宅,3,1,0,[0_ 1_ 2],[3],[],,,,,
619, 周边 ： 生活 便利 ， 附近 有 bar 和 餐厅 ， 还 有 小 超市 。,1,bar,酒吧,,,,,,,,, 周边 ： 生活 便利 ， 附近 有 酒吧和 餐厅 ， 还 有 小 超市 。,11,1,4,[0_ 2_ 3_ 5_ 6_ 8_ 9_ 11_ 12_ 13_ 14],[7],[1_ 4_ 10_ 15],,,,,
620, house 里面 的 人 都 是 不 开 party 的 匹 大学生 。,2,house,住宅,party,聚会,,,,,,, 独栋住宅 里面 的 人 都 是 不 开 聚会 的 匹 大学生 。,10,2,1,[1_ 2_ 3_ 4_ 5_ 6_ 7_ 9_ 10_ 11],[0_ 8],[12],,,,,
621, 物业 为 meyer management ， 属于 匹兹堡 地区 老牌 物业 ， 服务 周到 。,1,meyer management,迈耶斯物业,,,,,,,,, 物业 为 迈耶斯物业， 属于 匹兹堡 地区 老牌 物业 ， 服务 周到 。,9,2,3,[0_ 1_ 5_ 6_ 7_ 8_ 9_ 11_ 12],[2_ 3],[4_ 10_ 13],,,,,
622, 公寓 为 south windsor ， 只有 十四 户 。,1,south windsor,南温莎,,,,,,,,, 公寓 为 南温莎 ， 只有 十四 户 。,5,2,2,[0_ 1_ 5_ 6_ 7],[2_ 3],[4_ 8],,,,,
623, 房子 是 独立 town house,1,town house,联排楼,,,,,,,,, 房子 是 独立联排楼,3,2,0,[0_ 1_ 2],[3_ 4],[],,,,,
624, 美国 请 联系 王 哥 pn-12 （ 美国 电话 ） ， email ： em@23,1,email,电子邮件,,,,,,,,, 美国 请 联系 王 哥 pn-12 （ 美国 电话 ） ， 电子邮件 ： em@23,7,1,6,[0_ 1_ 2_ 3_ 4_ 7_ 8],[11],[5_ 6_ 9_ 10_ 12_ 13],,,,,
625, 房子 是 独立 town house,1,town house,联排楼,,,,,,,,, 房子 是 独立联排楼,3,2,0,[0_ 1_ 2],[3_ 4],[],,,,,
626, 美国 请 联系 王 哥 pn-12 （ 美国 电话 ） ， email ： em@23,1,email,电子邮件,,,,,,,,, 美国 请 联系 王 哥 pn-12 （ 美国 电话 ） ， 电子邮件 ： em@23,7,1,6,[0_ 1_ 2_ 3_ 4_ 7_ 8],[11],[5_ 6_ 9_ 10_ 12_ 13],,,,,
627, 房东 美国 老头 ， 非常 nice .,1,nice,好,,,,,,,,, 房东 美国 老头 ， 非常 好,4,1,2,[0_ 1_ 2_ 4],[5],[3_ 6],,,,,
628, available from january ， 拎包 入住 ， 一月 房租 免除 ！,1,available from january,到一月有效,,,,,,,,, 从一月起有效， 拎包 入住 ， 一月 房租 免除 ！,5,3,3,[4_ 5_ 7_ 8_ 9],[0_ 1_ 2],[3_ 6_ 10],,,,,
629, walnut street 上面 的 小店 和 bar 也 不错 ；,2,walnut street,核桃街,bar,酒吧,,,,,,, 核桃街 上面 的 小店 和酒吧 也 不错 ；,6,3,1,[2_ 3_ 4_ 5_ 7_ 8],[0_ 1_ 6],[9],,,,,
630, house 里面 的 一 层 （ 一 室 一 厅 ） ， 带 家具,1,house,住宅,,,,,,,,, 独栋住宅里面 的 一 层 （ 一 室 一 厅 ） ， 带 家具,10,1,3,[1_ 2_ 3_ 4_ 6_ 7_ 8_ 9_ 12_ 13],[0],[5_ 10_ 11],,,,,
631, 附近 有 giant eagle 、 target 和 trader joe's 。,3,giant eagle,大老鹰,target,塔吉特,trader,交易员,,,,, 附近 有 大老鹰 、 塔吉特 和 缺德舅 。,3,4,3,[0_ 1_ 6],[2_ 3_ 5_ 7],[4_ 8_ 9],,,,,
632, house 在 白人 养老 社区 ， 环境 十分 幽静 ， 治安 很 好 。,1,house,住宅,,,,,,,,, 独栋住宅 在 白人 养老 社区 ， 环境 十分 幽静 ， 治安 很 好 。,10,1,3,[1_ 2_ 3_ 4_ 6_ 7_ 8_ 10_ 11_ 12],[0],[5_ 9_ 13],,,,,
633, 房子 招租 租 ， 坐落 在 greenfield 。,1,greenfield,格林菲尔德,,,,,,,,, 房子 招租 租 ， 坐落 在 格林菲尔德 。,5,1,2,[0_ 1_ 2_ 4_ 5],[6],[3_ 7],,,,,
634, 二 楼 有 一 个 卫生间 一 楼 还 有 一 个 的 卫生间 ， 为 half bathroom,1,half bathroom,半浴室,,,,,,,,, 二 楼 有 一 个 卫生间 一 楼 还 有 一 个 的 卫生间 ， 为 半浴室,15,2,1,[0_ 1_ 2_ 3_ 4_ 5_ 6_ 7_ 8_ 9_ 10_ 11_ 12_ 13_ 15],[16_ 17],[14],,,,,
635, 且 靠近 环境 优美 的 frick park 匹 村 美景 随时 享受,1,frick park,弗里克公园,,,,,,,,, 且 靠近 环境 优美 的弗里克公园 匹 村 美景 随时 享受,10,2,0,[0_ 1_ 2_ 3_ 4_ 7_ 8_ 9_ 10_ 11],[5_ 6],[],,,,,
636, 楼道 也 每 天 有 management 打扫 ， 维护 ~,1,management,物业,,,,,,,,, 楼道 也 每 天 有物业打扫 ， 维护 ~,7,1,2,[0_ 1_ 2_ 3_ 4_ 6_ 8],[5],[7_ 9],,,,,
637, 大 卧室 住 的 是 pitt 女生 研究生 ， 安静 好 相处 。,1,pitt,匹兹堡大学,,,,,,,,, 大 卧室 住 的 是 匹兹堡大学女生 研究生 ， 安静 好 相处 。,10,1,2,[0_ 1_ 2_ 3_ 4_ 6_ 7_ 9_ 10_ 11],[5],[8_ 12],,,,,
638, apartment 里 有 很多 国人 留学生 ～,1,apartment,公寓,,,,,,,,, 公寓里 有 很多 国人 留学生 ～,5,1,1,[1_ 2_ 3_ 4_ 5],[0],[6],,,,,
639, 坐标 highland park ， 公寓 风景 一流 匹 村 最 佳 。,1,highland park,高地公园,,,,,,,,, 坐标 高地公园 ， 公寓 风景 一流 匹 村 最 佳 。,8,2,2,[0_ 4_ 5_ 6_ 7_ 8_ 9_ 10],[1_ 2],[3_ 11],,,,,
640, 房租 加上 utility 费用 一共 每 月 $1086 。,1,utility,水电气,,,,,,,,, 房租 加上 水电气 费用 一共 每 月 $1086 。,6,1,2,[0_ 1_ 3_ 4_ 5_ 6],[2],[7_ 8],,,,,
641, 门口 有 cvs 很 方便 。,1,cvs,超市名,,,,,,,,, 门口 有 cvs(超市名) 很 方便 。,4,1,1,[0_ 1_ 3_ 4],[2],[5],,,,,
642, 卧室 在 house 二 楼 。,1,house,住宅,,,,,,,,, 卧室 在 独栋住宅 二 楼 。,4,1,1,[0_ 1_ 3_ 4],[2],[5],,,,,
643, 房子 是 村里 公认 的 好 地段 ， 更多 信息 google 可 得 。,1,google,谷歌,,,,,,,,, 房子 是 村里 公认 的 好 地段 ， 更多 信息谷歌 可 得 。,11,1,2,[0_ 1_ 2_ 3_ 4_ 5_ 6_ 8_ 9_ 11_ 12],[10],[7_ 13],,,,,
644, house 里面 的 一 层 （ 一 室 一 厅 ） ， 带 家具,1,house,住宅,,,,,,,,, 独栋住宅 里面 的 一 层 （ 一 室 一 厅 ） ， 带 家具,10,1,3,[1_ 2_ 3_ 4_ 6_ 7_ 8_ 9_ 12_ 13],[0],[5_ 10_ 11],,,,,
645, 从 公寓 步行 五 分钟 就 可以 到 大型 超市 giant eagle ， whole foods 。,2,giant eagle,大老鹰,whole foods,全食,,,,,,, 从 公寓 步行 五 分钟 就 可以 到 大型 超市 大老鹰 ， 全食 。,10,4,2,[0_ 1_ 2_ 3_ 4_ 5_ 6_ 7_ 8_ 9],[10_ 11_ 13_ 14],[12_ 15],,,,,
646, 有 床 （ queen size ） 和 桌子 椅子 。,1,queen size,大号尺寸的,,,,,,,,, 有 床 （大号尺寸的） 和 桌子 椅子 。,5,2,3,[0_ 1_ 6_ 7_ 8],[3_ 4],[2_ 5_ 9],,,,,
647, 房子 招租 租 ， 坐落 在 greenfield 。,1,greenfield,格林菲尔德,,,,,,,,, 房子 招租 租 ， 坐落 在格林菲尔德。,5,1,2,[0_ 1_ 2_ 4_ 5],[6],[3_ 7],,,,,
648, 餐厅 ： 周围 有 很多 pizza 店,1,pizza,披萨,,,,,,,,, 餐厅 ： 周围 有 很多 披萨 店,5,1,1,[0_ 2_ 3_ 4_ 6],[5],[1],,,,,
649, 如果 有 兴趣 可以 联系 我 email :,1,email,电子邮件,,,,,,,,, 如果 有 兴趣 可以 联系 我 电子邮箱 :,6,1,1,[0_ 1_ 2_ 3_ 4_ 5],[6],[7],,,,,
650, 附近 是 little italy 。,1,little italy,小意大利,,,,,,,,, 附近 是 小意大利 。,2,2,1,[0_ 1],[2_ 3],[4],,,,,
651, ( prefer 短信 ),1,prefer,比较喜欢,,,,,,,,, ( 比较倾向于 短信 ),1,1,2,[2],[1],[0_ 3],,,,,
652, 联系 方式 ： email ： em@26,1,email,电子邮件,,,,,,,,, 联系 方式 ： 电子邮件 ： em@26,2,1,3,[0_ 1],[3],[2_ 4_ 5],,,,,
653, view = public 邮箱 ： em@27,2,view,风景,public,公共,,,,,,, 可见 = 公共 邮箱 ： em@27,1,2,3,[3],[0_ 2],[1_ 4_ 5],,,,,
654, 干净 一 居室 的 apartment 出租 ，,1,apartment,公寓,,,,,,,,, 干净 一 居室 的 apartment 出租 ，,5,1,1,[0_ 1_ 2_ 3_ 5],[4],[6],,,,,
655, 管理 公司 ： walnut capital ， 维修 十分 及时,1,walnut capital,核桃资产,,,,,,,,, 管理 公司 ： 核桃资产 ， 维修 十分 及时,5,2,2,[0_ 1_ 6_ 7_ 8],[3_ 4],[2_ 5],,,,,
656, 房子 招租 租 ， 坐落 在 greenfield 。,1,greenfield,格林菲尔德,,,,,,,,, 房子 招租 租 ， 坐落 在 格林菲尔德 。,5,1,2,[0_ 1_ 2_ 4_ 5],[6],[3_ 7],,,,,
657, 有意 请 email 至 em@10,1,email,电子邮件,,,,,,,,, 有意 请 电子邮件 至 em@10,3,1,1,[0_ 1_ 3],[2],[4],,,,,
658, house 里面 的 一 个 卧室 ， 现在 就 可 入住,1,house,住宅,,,,,,,,, 独栋住宅  里面 的 一 个 卧室 ， 现在 就 可 入住,9,1,1,[1_ 2_ 3_ 4_ 5_ 7_ 8_ 9_ 10],[0],[6],,,,,
659, 可 步行 至 匹 大 主 校区 各 个 学院 ， 距离 hillman library 步行 5-10 分钟 。,1,hillman library,希尔曼图书馆,,,,,,,,, 可 步行 至 匹 大 主 校区 各 个 学院 ， 距离希尔曼图书馆 步行 5-10 分钟 。,13,2,3,[0_ 1_ 2_ 3_ 4_ 5_ 6_ 7_ 8_ 9_ 11_ 14_ 16],[12_ 13],[10_ 15_ 17],,,,,
660, 请 大家 直接 去 联系 mozart 公司 ， 公司 联系 方式 是 pn-14 ， em@28,1,mozart,莫扎特,,,,,,,,, 请 大家 直接 去 联系莫扎特 公司 ， 公司 联系 方式 是 pn-14 ， em@28,10,1,4,[0_ 1_ 2_ 3_ 4_ 6_ 8_ 9_ 10_ 11],[5],[7_ 12_ 13_ 14],,,,,
661, 我们 都 是 匹 大学生 ， 租房 请 直接 联系 mozart 。,1,mozart,莫扎特,,,,,,,,, 我们 都 是 匹 大学生 ， 租房 请 直接 联系 莫扎特 。,9,1,2,[0_ 1_ 2_ 3_ 4_ 6_ 7_ 8_ 9],[10],[5_ 11],,,,,
662, manager 人 非常 nice 。,2,manager,经理,nice,好,,,,,,, 经理 人 非常好 。,2,2,1,[1_ 2],[0_ 3],[4],,,,,
663, house 里面 的 一 个 卧室,1,house,住宅,,,,,,,,, 独栋住宅 里面 的 一 个 卧室,5,1,0,[1_ 2_ 3_ 4_ 5],[0],[],,,,,
664, 这个 一 室 一 厅 处于 一 个 三 楼 house 的 一 楼 ， 有 独立 的 卫生间 和 厨房 。,1,house,住宅,,,,,,,,, 这个 一 室 一 厅 处于 一 个 三 楼 独栋住宅 的 一 楼 ， 有 独立 的 卫生间 和 厨房 。,19,1,2,[0_ 1_ 2_ 3_ 4_ 5_ 6_ 7_ 8_ 9_ 11_ 12_ 13_ 15_ 16_ 17_ 18_ 19_ 20],[10],[14_ 21],,,,,
665, house 里面 的 一 个 客厅,1,house,住宅,,,,,,,,, 独栋住宅 里面 的 一 个 客厅,5,1,0,[1_ 2_ 3_ 4_ 5],[0],[],,,,,
666, 房子 招租 租 ， 坐落 在 greenfield 。,1,greenfield,格林菲尔德,,,,,,,,, 房子 招租 租 ， 坐落 在格林菲尔德 。,5,1,2,[0_ 1_ 2_ 4_ 5],[6],[3_ 7],,,,,
667, 此 房间 位于 三 层 楼 的 house 的 二 楼 一 间 ， 一 楼 是 客厅 、 厨房 和 厕所 。,1,house,住宅,,,,,,,,, 此 房间 位于 三 层 楼 的 独栋住宅 的 二 楼 一 间 ， 一 楼 是 客厅 、 厨房 和 厕所 。,19,1,3,[0_ 1_ 2_ 3_ 4_ 5_ 6_ 8_ 9_ 10_ 11_ 12_ 14_ 15_ 16_ 17_ 19_ 20_ 21],[7],[13_ 18_ 22],,,,,
668, floor plan 见 ：,1,floor plan,平面图,,,,,,,,, 平面图见 ：,1,2,1,[2],[0_ 1],[3],,,,,
669, 现有 两 女生 ， 都 是 在 读 匹 大 phd ， 很 好 相处 。,1,phd,博士,,,,,,,,, 现有 两 女生 ， 都 是 在 读 匹 大 博士 ， 很 好 相处 。,12,1,3,[0_ 1_ 2_ 4_ 5_ 6_ 7_ 8_ 9_ 12_ 13_ 14],[10],[3_ 11_ 15],,,,,
670, update 联系 方式 ： em@29,1,update,更新,,,,,,,,, 更新 联系 方式 ： em@29,2,1,2,[1_ 2],[0],[3_ 4],,,,,
671, 有意 请 email 至 em@10,1,email,电子邮件,,,,,,,,, 有意 请 电子邮件 至 em@10,3,1,1,[0_ 1_ 3],[2],[4],,,,,
672, oakland 的 好 房 您 不 能 错过 ！,1,oakland,奥克兰,,,,,,,,, 奥克兰 的 好 房 您 不 能 错过 ！,7,1,1,[1_ 2_ 3_ 4_ 5_ 6_ 7],[0],[8],,,,,
673, oakland 住 有 一 年 了 ， 经常 凌晨 走路 回家 ， 都 没 问题 的,1,oakland,奥克兰,,,,,,,,, 奥克兰 住 有 一 年 了 ， 经常 凌晨 走路 回家 ， 都 没 问题 的,13,1,2,[1_ 2_ 3_ 4_ 5_ 7_ 8_ 9_ 10_ 12_ 13_ 14_ 15],[0],[6_ 11],,,,,
674, 往返 匹 大 cathedral of learning,1,cathedral of learning,学习大教堂,,,,,,,,, 往返 匹 大 学习大教堂,3,3,0,[0_ 1_ 2],[3_ 4_ 5],[],,,,,
675, 如果 有 兴趣 可以 给 我 email ： em@30,1,email,电子邮件,,,,,,,,, 如果 有 兴趣 可以 给 我 电子邮件 ： em@30,6,1,2,[0_ 1_ 2_ 3_ 4_ 5],[6],[7_ 8],,,,,
676, （ 我 的 这个 房间 是 没有 阳台 的 （ balcony ） ）,1,balcony,阳台,,,,,,,,, （ 我 的 这个 房间 是 没有 阳台 的 （阳台 ） ）,8,1,4,[1_ 2_ 3_ 4_ 5_ 6_ 7_ 8],[10],[0_ 9_ 11_ 12],,,,,
677, 紧邻 cvs ， 和 south craig street 上 众多 餐馆 。,2,cvs,超市名,south craig street,南克列戈街,,,,,,, 紧邻 cvs(超市名) ， 和 南克列戈街 上 众多 餐馆 。,5,4,2,[0_ 3_ 7_ 8_ 9],[1_ 4_ 5_ 6],[2_ 10],,,,,
678, oakland 的 好 房 您 不 能 错过 ！,1,oakland,奥克兰,,,,,,,,, 奥克兰 的 好 房 您 不 能 错过 ！,7,1,1,[1_ 2_ 3_ 4_ 5_ 6_ 7],[0],[8],,,,,
679, single house : 房子 宽敞 明亮 !,1,single house,单独住宅,,,,,,,,, 单独住宅: 房子 宽敞 明亮 !,3,2,2,[3_ 4_ 5],[0_ 1],[2_ 6],,,,,
680, 新 安装 的 地板 ， 带 家具 ， full size 的 大 床 。,1,full size,全尺寸大小,,,,,,,,, 新 安装 的 地板 ， 带 家具 ， 全尺寸大小的 大 床 。,9,2,3,[0_ 1_ 2_ 3_ 5_ 6_ 10_ 11_ 12],[8_ 9],[4_ 7_ 13],,,,,
681, 新 安装 的 地板 ， 带 家具 ， full size 的 大 床 ， 房间 里 有 空调 。,1,full size,全尺寸大小,,,,,,,,, 新 安装 的 地板 ， 带 家具 ，全尺寸大小 的 大 床 ， 房间 里 有 空调 。,13,2,4,[0_ 1_ 2_ 3_ 5_ 6_ 10_ 11_ 12_ 14_ 15_ 16_ 17],[8_ 9],[4_ 7_ 13_ 18],,,,,
682, 需要 share bathroom 。,1,share bathroom,共享浴室,,,,,,,,, 需要 共享浴室。,1,2,1,[0],[1_ 2],[3],,,,,
683, 需要 人 现在 pittsburgh 签 房子 。,1,pittsburgh,匹兹堡,,,,,,,,, 需要 人 现在匹兹堡 签 房子 。,5,1,1,[0_ 1_ 2_ 4_ 5],[3],[6],,,,,
684, 地址 （ 可以 google map 上 查看 环境 ) :,1,google map,谷歌地图,,,,,,,,, 地址 （ 可以谷歌地图 上 查看 环境 ) :,5,2,3,[0_ 2_ 5_ 6_ 7],[3_ 4],[1_ 8_ 9],,,,,
685, 有意 请 email 至 em@10,1,email,电子邮件,,,,,,,,, 有意 请 电子邮件 至 em@10,3,1,1,[0_ 1_ 3],[2],[4],,,,,
686, 如 感 兴趣 ， 请 发 邮件 : yan em@18,1,yan,严,,,,,,,,, 如 感 兴趣 ， 请 发 邮件 : yan em@18,6,1,3,[0_ 1_ 2_ 4_ 5_ 6],[8],[3_ 7_ 9],,,,,
687, 三 层 楼 house,1,house,住宅,,,,,,,,, 三 层 楼 独栋住宅,3,1,0,[0_ 1_ 2],[3],[],,,,,
688, 厨房 卫生间 ： 可能 与 另 一 个 房间 的 人 share ， 另 一 个 房间 是 女生 ， 匹 大学生 ， 人 很 nice ， 很 爱 干净 。,2,share,共享,nice,好,,,,,,, 厨房 卫生间 ： 可能 与 另 一 个 房间 的 人共享 ， 另 一 个 房间 是 女生 ， 匹 大学生 ， 人 很好 ， 很 爱 干净 。,23,2,6,[0_ 1_ 3_ 4_ 5_ 6_ 7_ 8_ 9_ 10_ 13_ 14_ 15_ 16_ 17_ 18_ 20_ 21_ 23_ 24_ 27_ 28_ 29],[11_ 25],[2_ 12_ 19_ 22_ 26_ 30],,,,,
689, 周边 ： 附近 有 bar 和 餐厅 ， 还 有 小 超市 。,1,bar,酒吧,,,,,,,,, 周边 ： 附近 有酒吧 和 餐厅 ， 还 有 小 超市 。,9,1,3,[0_ 2_ 3_ 5_ 6_ 8_ 9_ 10_ 11],[4],[1_ 7_ 12],,,,,
690, 房子 结构 ： 三 层 楼 house,1,house,住宅,,,,,,,,, 房子 结构 ： 三 层 楼 独栋住宅,5,1,1,[0_ 1_ 3_ 4_ 5],[6],[2],,,,,
691, 周边 ： 附近 有 bar 和 餐厅 ， 还 有 小 超市 。,1,bar,酒吧,,,,,,,,, 周边 ： 附近 有酒吧 和 餐厅 ， 还 有 小 超市 。,9,1,3,[0_ 2_ 3_ 5_ 6_ 8_ 9_ 10_ 11],[4],[1_ 7_ 12],,,,,
692, 房间 位 于 house 三 层 楼 的 第三 层 。,1,house,住宅,,,,,,,,, 房间 位 于 独栋住宅 三 层 楼 的 第三 层 。,9,1,1,[0_ 1_ 2_ 4_ 5_ 6_ 7_ 8_ 9],[3],[10],,,,,
693, 顶 一下 ， 走路 十 分钟 左右 有 cvs 超市,1,cvs,超市名,,,,,,,,, 顶 一下 ， 走路 十 分钟 左右 有 cvs(超市名) 超市,8,1,1,[0_ 1_ 3_ 4_ 5_ 6_ 7_ 9],[8],[2],,,,,
694, 有意 租房 者 请 email 或 微 信 联系 ， 谢谢 ！,1,email,电子邮件,,,,,,,,, 有意 租房 者 请 电子邮件 或 微 信 联系 ， 谢谢 ！,9,1,2,[0_ 1_ 2_ 3_ 5_ 6_ 7_ 8_ 10],[4],[9_ 11],,,,,
695, 有意 租房 者 请 email 或 微 信 联系 。,1,email,电子邮件,,,,,,,,, 有意 租房 者 请 电子邮件 或 微 信 联系 。,8,1,1,[0_ 1_ 2_ 3_ 5_ 6_ 7_ 8],[4],[9],,,,,
696, 附近 的 初中 jefferson middle school 和 高中 mt.,1,jefferson middle school,杰弗逊中学,,,,,,,,, 附近 的 初中杰弗逊中学和 高中 mt.,5,3,1,[0_ 1_ 2_ 6_ 7],[3_ 4_ 5],[8],,,,,
697, 如果 感 兴趣 ， 请 通过 email 联系 em@11,1,email,电子邮件,,,,,,,,, 如果 感 兴趣 ， 请 通过 电子邮件 联系 em@11,6,1,2,[0_ 1_ 2_ 4_ 5_ 7],[6],[3_ 8],,,,,
698, 公寓 在 centre ave 。,1,centre ave,中街,,,,,,,,, 公寓 在 中街。,2,2,1,[0_ 1],[2_ 3],[4],,,,,
699, oakland 的 好 房 您 不 能 错过 ！,1,oakland,奥克兰,,,,,,,,, 奥克兰 的 好 房 您 不 能 错过 ！,7,1,1,[1_ 2_ 3_ 4_ 5_ 6_ 7],[0],[8],,,,,
700, 房租 不 包括 utilities （ 水 / 电 / 气 ） 。,1,utilities,水电气,,,,,,,,, 房租 不 包括 水电气 水 / 电 / 气 ） 。,6,1,5,[0_ 1_ 2_ 5_ 7_ 9],[3],[4_ 6_ 8_ 10_ 11],,,,,
701, 房子 是 一 个 大 house 有 院子 ， 门口 就 可以 免费 停车 很 方便 。,1,house,住宅,,,,,,,,, 房子 是 一 个 大 独栋住宅 有 院子 ， 门口 就 可以 免费 停车 很 方便 。,14,1,2,[0_ 1_ 2_ 3_ 4_ 6_ 7_ 9_ 10_ 11_ 12_ 13_ 14_ 15],[5],[8_ 16],,,,,
702, 大 院子 和 front porch 。,1,front porch,前廊,,,,,,,,, 大 院子 和 前廊。,3,2,1,[0_ 1_ 2],[3_ 4],[5],,,,,
703, 需要 share bathroom 。,1,share bathroom,共享浴室,,,,,,,,, 需要共享浴室。,1,2,1,[0],[1_ 2],[3],,,,,
