sentence id,sentence,chinese word index,punct index,source
2096,二 楼 四 个 卧室 ， 三 楼 两 个 卧室 。,[0_1_2_3_4_6_7_8_9_10],[5_11],PIT
2098,房子 旁边 是 公园 和 植物园 。,[0_1_2_3_4_5],[6],PIT
2099,屋内 家具 齐全 ， 只 需 带 自己 的 床单 被罩 。,[0_1_2_4_5_6_7_8_9_10],[3_11],PIT
2100,还有 一 间 ， 欢迎 询问 。,[0_1_2_4_5],[3_6],PIT
2101,结构 ： 一 室 一 厅 ， 独立 卫生间 ， 独立 厨房 ， 纯 木质 地板 。,[0_2_3_4_5_7_8_10_11_13_14_15],[1_6_9_12_16],PIT
2102,毫不 夸张 的 说 在 匹兹堡 松鼠 山 区域 你 找不到 第二 家 这么 高 配置 高 性价比 的 好 房 了 。,[0_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20_21],[22],PIT
2103,朋友 说 我 这 是 扰乱 市场 ， 无所谓 ， 造福 中国 留学生 吧 ！,[0_1_2_3_4_5_6_8_10_11_12_13],[7_9_14],PIT
2104,八月 上旬 入住 ！,[0_1_2],[3],PIT
2108,卧室 三 全 新 家具 。,[0_1_2_3_4],[5],PIT
2109,感兴趣 的 可以 联系 来 看 一下 房子 。,[0_1_2_3_4_5_6_7],[8],PIT
2110,夏天 房间 内 很 凉爽 。,[0_1_2_3_4],[5],PIT
2111,开始 日期 ： 9.,[0_1],[2_3],PIT
2112,物业 联系 方式 ：,[0_1_2],[3],PIT
2113,本人 联系 方式 ：,[0_1_2],[3],PIT
2114,感谢 已 租,[0_1_2],[],PIT
2116,房子 已 出租,[0_1_2],[],PIT
2119,匹 大 校区 内 黄金 位置 房间 和 一 房 一 厅 出租 ！,[0_1_2_3_4_5_6_7_8_9_10_11_12],[13],PIT
2121,价格 ： 房间 $495 / 月 ， 一 房 一 厅 $750 / 月 包 水 、 电 、 气 、 上网 。,[0_2_5_7_8_9_10_13_14_15_17_19_21],[1_3_4_6_11_12_16_18_20_22],PIT
2122,出租 时间 ： 一年,[0_1_3],[2],PIT
2123,押金 ： 一 个 月 租金,[0_2_3_4_5],[1],PIT
2125,基本 要求 如下 ：,[0_1_2],[3],PIT
2131,已 找到 谢谢 大家 ~~~,[0_1_2_3],[4],PIT
2134,合适 的 请 联系,[0_1_2_3],[],PIT
2135,男 ， 毕业生 。,[0_2],[1_3],PIT
2136,但是 看见 的 都是 要 租 一 年 的 .,[0_1_2_3_4_5_6_7_8],[9],PIT
2137,帮 顶 一下 ！,[0_1_2],[3],PIT
2139,房租 $450+ 水 ， 电 ， 煤 。,[0_2_4_6],[1_3_5_7],PIT
2140,刚刚 整修 完毕 ， 干净 漂亮 加 所有 家具 温馨 舒适 。,[0_1_2_4_5_6_7_8_9_10],[3_11],PIT
2141,现在 即可 拎包 入住 。,[0_1_2_3],[4],PIT
2142,$ 800+ 煤 水电 。,[2_3],[0_1_4],PIT
2143,单身 及 家庭 居住 均 可 。,[0_1_2_3_4_5],[6],PIT
2144,时间 ： 周六 周日 9:00 a.,[0_2_3],[1_4_5],PIT
2150,求 扩散 啊,[0_1_2],[],PIT
2160,周边 环境 十分 安全 安静 ， 附近 住 有 不少 中国 学生 和 访问 学者 。,[0_1_2_3_4_6_7_8_9_10_11_12_13_14],[5_15],PIT
2161,出租 日期 ：,[0_1],[2],PIT
2162,房子 情况 ：,[0_1],[2],PIT
2163,中央 空调 暖气 ， 布局 合理 。,[0_1_2_4_5],[3_6],PIT
2164,有 兴趣 者 请 联系 我 ：,[0_1_2_3_4_5],[6],PIT
2174,租金 是 600$ 每 月 ， 含水 、 气 。,[0_1_3_4_6_8],[2_5_7_9],PIT
2175,此外 还 有 一 个 很 大 的 客厅 ， 平面图 如 附件 所 示 ， 出租 的 是 较 大 的 一 间 。,[0_1_2_3_4_5_6_7_8_10_11_12_13_14_16_17_18_19_20_21_22_23],[9_15_24],PIT
2176,房屋 简介 如 链接 所 示 。,[0_1_2_3_4_5],[6],PIT
2177,房间 里 有 暖气 ， 非常 暖和 。,[0_1_2_3_5_6],[4_7],PIT
2178,六 个 房间 干净 ， 舒适 ， 宽敞 ， 明亮 ， 安静 ， 独立 ， 互 不 干扰 。,[0_1_2_3_5_7_9_11_13_15_16_17],[4_6_8_10_12_14_18],PIT
2179,其中 两 房间 和 厨房 （ 大理石 台面 ） 是 新 装修 的 。,[0_1_2_3_4_6_7_9_10_11_12],[5_8_13],PIT
2180,三 个 带 浴池 宽敞 的 厕所 。,[0_1_2_3_4_5_6],[7],PIT
2182,房东 阿姨 是 中国 太太 ， 人 很 好 。,[0_1_2_3_4_6_7_8],[5_9],PIT
2183,房间 比较 大 而且 设备 齐全 ， 可以 拎包 入住 /,[0_1_2_3_4_5_7_8_9],[6_10],PIT
2184,希望 八月 初 入住 。,[0_1_2_3],[4],PIT
2185,要 女生 。,[0_1],[2],PIT
2196,［ 替 朋友 转发 招租 信息 ， 如下 ］,[1_2_3_4_5_7],[0_6_8],PIT
2197,房型 图 如下 ：,[0_1_2],[3],PIT
2198,房屋 照片 大门 客厅,[0_1_2_3],[],PIT
2203,另有 全 套 家具 ， 基本 厨具 ， 真正 拎包 入住 ！,[0_1_2_3_5_6_8_9_10],[4_7_11],PIT
2211,周围 环境 安全 ， 户型 不 是 面向 马路 ， 非常 安静 。,[0_1_2_4_5_6_7_8_10_11],[3_9_12],PIT
2212,希望 大家 有 相对 安静 的 生活 环境 ， 没有 任何 不良 嗜好 。,[0_1_2_3_4_5_6_7_9_10_11_12],[8_13],PIT
2218,有 后院 ， 既可 休闲 也 可 晾晒 衣物 。,[0_1_3_4_5_6_7_8],[2_9],PIT
2219,有 沙发 、 电视 等 家具 ， 可 拎包 入住 。,[0_1_3_4_5_7_8_9],[2_6_10],PIT
2222,周围 环境 安全 ， 生活 交通 便利 。,[0_1_2_4_5_6],[3_7],PIT
2224,（ 可 提供 划分 客厅 区域 的 厚 窗帘 。,[1_2_3_4_5_6_7_8],[0_9],PIT
2225,周边 的 环境 宁静 安全 。,[0_1_2_3_4],[5],PIT
2227,********************** 已 组 * ************************************,[1_2],[0_3_4],PIT
2230,除此之外 ， 步行 距离 内 就 有 各 类 餐馆 超市 ， 生活 十分 便利 。,[0_2_3_4_5_6_7_8_9_10_12_13_14],[1_11_15],PIT
2231,下面 就 看看 具体 的 房屋 照片 吧 。,[0_1_2_3_4_5_6_7],[8],PIT
2232,房子 照片 大门 精装 厨房 配电 视 客厅,[0_1_2_3_4_5_6_7],[],PIT
2233,大 兄弟 生活 助手 最 贴心 的 留学 管家,[0_1_2_3_4_5_6_7_8],[],PIT
2238,( 已 租 !,[1_2],[0_3],PIT
2245,步行 十几 分钟 到 公立 小学 。,[0_1_2_3_4_5],[6],PIT
2247,诚 求 8.,[0_1],[2],PIT
2248,房东 太太 联系 方式 ：,[0_1_2_3],[4],PIT
2249,【 已 租 如 题 】,[1_2_3_4],[0_5],PIT
2256,匹兹堡 就 行 。,[0_1_2],[3],PIT
2257,【 如 题 已 租 】,[1_2_3_4],[0_5],PIT
2258,你 好 只 剩下 客厅 里 是 嘛,[0_1_2_3_4_5_6_7],[],PIT
2262,如果 是 其他 物业 的 房子 也 可以 联系 我 谢谢,[0_1_2_3_4_5_6_7_8_9_10],[],PIT
2263,价钱 可以 按 天 计算,[0_1_2_3_4],[],PIT
2266,长短 租 都 可以 。,[0_1_2_3],[4],PIT
2267,发 了 一 个 邮件 ， 不 知道 楼主 收到 没有 ， 想 看 房,[0_1_2_3_4_6_7_8_9_10_12_13_14],[5_11],PIT
2268,我 有 兴趣 。,[0_1_2],[3],PIT
2269,有意 向 者 可 联系,[0_1_2_3_4],[],PIT
2270,如果 有 同学 感 兴趣 ， 可以 联系 我 ^ _ ^ ：,[0_1_2_3_4_6_7_8],[5_9_10_11_12],PIT
2276,公寓 网址 :,[0_1],[2],PIT
2279,已 找到 谢谢,[0_1_2],[],PIT
2280,可以 看看 我们 的 房子 ， 详见 我 的 帖子,[0_1_2_3_4_6_7_8_9],[5],PIT
2283,长 租 已 租 ， 短 租 6.,[0_1_2_3_5_6],[4_7],PIT
2299,手机 ： 1-412-4994402,[0],[1_2],PIT
2301,房屋 图片 客厅,[0_1_2],[],PIT
2305,家具 和 厨具 都 全 ， 有 隔断 ， 你 可以 拎包 入住 。,[0_1_2_3_4_6_7_9_10_11_12],[5_8_13],PIT
2306,本人 女生 ， 独自 入住 ， 安静 ， 讲 卫生 ， 不 养 宠物 ， 无 不良 嗜好 。,[0_1_3_4_6_8_9_11_12_13_15_16_17],[2_5_7_10_14_18],PIT
2307,精装 修 家具 全 免费 无线 上网 !,[0_1_2_3_4_5_6],[7],PIT
2308,暑期 短 租 5-8月 !,[0_1_2],[3_4],PIT
2309,精装 修 、 设备 齐全 别墅 !,[0_1_3_4_5],[2_6],PIT
2311,家具 齐全 ， 空间 很 大 ， 带 车库 ， 小区 环境 很 好 。,[0_1_3_4_5_7_8_10_11_12_13],[2_6_9_14],PIT
2312,帖子 继续 有效 。,[0_1_2],[3],PIT
2313,补充 ： 小区 门口 有 巴士 直达 匹 大 。,[0_2_3_4_5_6_7_8],[1_9],PIT
2315,[ sublease/ 出租 客厅 / 卧室 ],[2_3_5],[0_1_4_6],PIT
2316,环境 很 好 ， 绝对 安全 。,[0_1_2_4_5],[3_6],PIT
2317,性价比 非常 高 ！,[0_1_2],[3],PIT
2322,详情 咨询 请 e-mail ： shishan.,[0_1_2],[3_4_5],PIT
2325,已 租 感谢,[0_1_2],[],PIT
2326,房租 $400-$650 .,[0],[1_2],PIT
2327,房型 不同 ， 单身 及 家庭 居住 均 可 。,[0_1_3_4_5_6_7_8],[2_9],PIT
2328,大 兄弟 点评,[0_1_2],[],PIT
2329,但 公共 交通 不 是 很 方便 ， 所以 大 兄弟 更 推荐 有 车 的 同学 选择 这 套 房子 。,[0_1_2_3_4_5_6_8_9_10_11_12_13_14_15_16_17_18_19_20],[7_21],PIT
2330,衣柜 示例 全新 马桶,[0_1_2_3],[],PIT
2331,全新 洗手 台,[0_1_2],[],PIT
2332,全新 双层 玻璃,[0_1_2],[],PIT
2333,全新 电路 系统,[0_1_2],[],PIT
2334,整 套 公寓 6.,[0_1_2],[3],PIT
2336,公寓 干净 整洁 ， 家具 齐全 ， 可 拎包 入住 。,[0_1_2_4_5_7_8_9],[3_6_10],PIT
2337,周围 环境 安全 ， 周围 公寓 几乎 都 是 留学生 和 学者 ；,[0_1_2_4_5_6_7_8_9_10_11],[3_12],PIT
2338,【 学校 】,[1],[0_2],PIT
2339,【 生活 】,[1],[0_2],PIT
2340,【 公寓 设施 】,[1_2],[0_3],PIT
2343,可以 看 房 或是 联系 之后 可以 发 图片,[0_1_2_3_4_5_6_7_8],[],PIT
2344,两 人 住 再 也 找 不 到 更 划算 的 了 ！,[0_1_2_3_4_5_6_7_8_9_10_11],[12],PIT
2345,极端 适合 才 来 匹兹堡 的 同学 临时 落脚 ！,[0_1_2_3_4_5_6_7_8],[9],PIT
2346,离开 时 ， 部分 家具 、 电器 可 送 （ 具体 商议 ） ！,[0_1_3_4_6_7_8_10_11],[2_5_9_12_13],PIT
2347,up~~~ 依然 可以 租 哦 !,[1_2_3_4],[0_5],PIT
2348,帮 房东 发 个 广告 。,[0_1_2_3_4],[5],PIT
2349,匹兹堡 冬天 暖气 费 如果 自己 付 要 一 两 百 刀 。,[0_1_2_3_4_5_6_7_8_9_10_11],[12],PIT
2350,房间 有 钢琴 免费 赠送,[0_1_2_3_4],[],PIT
2351,房间 图片 及 描述 ：,[0_1_2_3],[4],PIT
2353,请问 需要 整 租 还是 可以 租 其中 一 间 ？,[0_1_2_3_4_5_6_7_8_9],[10],PIT
2360,同 问 。,[0_1],[2],PIT
2361,有 独立 洗衣机 ；,[0_1_2],[3],PIT
2362,匹兹堡 停车 难 有 没 有 ！,[0_1_2_3_4_5],[6],PIT
2363,可以 看 房 或 联系 我 要 照片,[0_1_2_3_4_5_6_7],[],PIT
2364,家具 都 有 床 桌子 椅子 衣柜,[0_1_2_3_4_5_6],[],PIT
2366,房间 图片 参考 以下 ：,[0_1_2_3],[4],PIT
2367,同学 你 好 ， 这个 公寓 的 名称 是 什么 ， 可以 给 个 具体 地址 吗 ， 谢谢,[0_1_2_4_5_6_7_8_9_11_12_13_14_15_16_18],[3_10_17],PIT
2372,帮 朋友 发 的 ～,[0_1_2_3],[4],PIT
2373,房租 每 月 $775 ， 不 包 水电 ， 短 租 长 租 均 可 ～,[0_1_2_5_6_7_9_10_11_12_13_14],[3_4_8_15],PIT
2377,户型 链接 ：,[0_1],[2],PIT
2379,一 个 人 的 寂寞 ， 两 个 人 的 错 。,[0_1_2_3_4_6_7_8_9_10],[5_11],PIT
2380,啊 ， 我 也 不 知道 为什么 要 留言 。,[0_2_3_4_5_6_7_8],[1_9],PIT
2381,拎包 入住 ( 可 送 家具 ）,[0_1_3_4_5],[2_6],PIT
2384,价格 便宜 ！,[0_1],[2],PIT
2387,今年 八月 开始 。,[0_1_2],[3],PIT
2390,租金 可 议,[0_1_2],[],PIT
2393,价格 ： 一 房 一 厅 $750 （ 一 人 住 $720 ） / 月 包 水 、 电 、 气 、 上网 。,[0_2_3_4_5_8_9_10_14_15_16_18_20_22],[1_6_7_11_12_13_17_19_21_23],PIT
2394,夏天 短 租 价格 可以 优惠 。,[0_1_2_3_4_5],[6],PIT
2395,有 兴趣 的 同学 欢迎 联系 ！,[0_1_2_3_4_5],[6],PIT
2396,安全 ， 干净,[0_2],[1],PIT
2397,关于 我 女生,[0_1_2],[],PIT
2401,有意 请 邮件 联系 ， 会 提供 图片 等 ， 谢谢 ~,[0_1_2_3_5_6_7_8_10],[4_9_11],PIT
2402,暑期 短 租 5-7月 !,[0_1_2],[3_4],PIT
2405,拎包 即 可 入住 。,[0_1_2_3],[4],PIT
2406,周围 都 是 校区 ， 所以 治安 特别 好 。,[0_1_2_3_5_6_7_8],[4_9],PIT
2409,感谢 大家 ， 已经 出租 了 。,[0_1_3_4_5],[2_6],PIT
2416,六月 开始 租 ， 自 顶 ~ ~,[0_1_2_4_5],[3_6_7],PIT
2417,暑假 短 租 啦 ~ ~ ~,[0_1_2_3],[4_5_6],PIT
2422,已 租 ~,[0_1],[2],PIT
2423,两 室 一 厅,[0_1_2_3],[],PIT
2424,桌子 椅子 柜子 都 有 ~,[0_1_2_3_4],[5],PIT
2425,夏天 没有 空调 .,[0_1_2],[3],PIT
2426,不过 我 有 一 个 风扇 .,[0_1_2_3_4_5],[6],PIT
2427,优 点 就 是 冬天 暖气 足 ， 房子 便宜 ~,[0_1_2_3_4_5_6_8_9],[7_10],PIT
2428,有 帘子 挂 着 挡 隐私 ~,[0_1_2_3_4_5],[6],PIT
2429,暑期 短 租 即 日 起 - 7.,[0_1_2_3_4_5],[6_7],PIT
2430,二 层 带 一 独立 卫生间 ， 二 层 住户 自用 ， 一 层 三 层 均 有 卫生间 可供 使用 。,[0_1_2_3_4_5_7_8_9_10_12_13_14_15_16_17_18_19_20],[6_11_21],PIT
2431,价格 可 商量 ， 有意 联系 我 ~,[0_1_2_4_5_6],[3_7],PIT
2440,房屋 结构 好 ， 去 厨房 和 卫生间 也 不 会 经过 客厅 。,[0_1_2_4_5_6_7_8_9_10_11_12],[3_13],PIT
2443,地毯 很 干净 ， 每 周 都 会 用 透明 胶带 彻底 清洁 一 次 。,[0_1_2_4_5_6_7_8_9_10_11_12_13_14],[3_15],PIT
2444,可 议价 可 议价 ， 欢迎 询问,[0_1_2_3_5_6],[4],PIT
2445,周围 吃喝 都 方便 ～ 环境 良好 。,[0_1_2_3_5_6],[4_7],PIT
2447,要求 ： 不 吸烟 不 酗酒,[0_2_3_4_5],[1],PIT
2448,家具 ： 拎包 入住 。,[0_2_3],[1_4],PIT
2449,请 准备 一 套 自己 的 床上 用品 （ 床单 被子 枕头 ） 。,[0_1_2_3_4_5_6_7_9_10_11],[8_12_13],PIT
2450,要求 ： 禁止 吸烟 酗酒 ， 禁止 带 男生 来 过夜 。,[0_2_3_4_6_7_8_9_10],[1_5_11],PIT
2451,价格 可 商议 ；,[0_1_2],[3],PIT
2452,七月 底 打包 出售 家具 。,[0_1_2_3_4],[5],PIT
2453,我们 已经 在 此 居住 了 两 年 ， 打算 长期 安家 ， 绝对 是 匹兹堡 良心 公寓 ， 采光 好 ， 公寓 大 ， 干净 卫生 ， 不 像 某些 公寓 有 老鼠 （ 不 点名 了 哦 ） 。,[0_1_2_3_4_5_6_7_9_10_11_13_14_15_16_17_19_20_22_23_25_26_28_29_30_31_32_33_35_36_37_38],[8_12_18_21_24_27_34_39_40],PIT
2459,我 希望 房子 可以 有 ：,[0_1_2_3_4],[5],PIT
2461,不 喜欢 吵闹 ， 但是 喜欢 交 世界 各地 的 朋友 ， 在 德国 ， 巴西 等 地 都 有 生活 过 ， 会 说 几 门 不同 的 语言,[0_1_2_4_5_6_7_8_9_10_12_13_15_16_17_18_19_20_21_23_24_25_26_27_28_29],[3_11_14_22],PIT
2464,目前 就 我 一 人 ， 客厅 比较 大 ， 可 协商 要 不 要 出租 再 加 一 个 人 。,[0_1_2_3_4_6_7_8_10_11_12_13_14_15_16_17_18_19_20],[5_9_21],PIT
2469,周边 ： 公寓 安静 安全 ， 交通 便利 。,[0_2_3_4_6_7],[1_5_8],PIT
2472,也 有 可能 住 一 年 。,[0_1_2_3_4_5],[6],PIT
2473,价格 无 要求 。,[0_1_2],[3],PIT
2474,人 热情 好 沟通 ， 能 独处 能 群居 。,[0_1_2_3_5_6_7_8],[4_9],PIT
2478,家具 ： 约 等于 拎包 入住 。,[0_2_3_4_5],[1_6],PIT
2479,要求 ： 不 吸烟 不 酗酒 ， 不 要 经常 带 男生 来 过夜 。,[0_2_3_4_5_7_8_9_10_11_12_13],[1_6_14],PIT
2480,在 此处 居住 一 年 多 ， 因 地理 位置 及 房间 状况 灰 常 好 ， 舒服 的 不想 换 地方 ！,[0_1_2_3_4_5_7_8_9_10_11_12_13_14_15_17_18_19_20_21],[6_16_22],PIT
2481,两 室 一 厅 ， 一 厨 一 卫 。,[0_1_2_3_5_6_7_8],[4_9],PIT
2482,请问 有 邮箱 联系 方式 吗 ？,[0_1_2_3_4_5],[6],PIT
2483,（ 因为 客厅 住 了 一 个 同学 摊 了 很多 费用 ） 。,[1_2_3_4_5_6_7_8_9_10_11],[0_12_13],PIT
2490,基本 家居 齐全,[0_1_2],[],PIT
2491,出租 期 从 五月 到 八月 初 。,[0_1_2_3_4_5_6],[7],PIT
2492,日期 ： 5/8-7/30 ， 入住 时间 可 商议,[0_4_5_6_7],[1_2_3],PIT
2497,周围 有 公交 和 校 车站 。,[0_1_2_3_4_5],[6],PIT
2498,后门 有 花园 可供 休闲 。,[0_1_2_3_4],[5],PIT
2499,手动 顶 ！,[0_1],[2],PIT
2500,房间 家具 齐全 ， 空间 大 ， 有 阳台 。,[0_1_2_4_5_7_8],[3_6_9],PIT
2501,价格 ： 380$ / 月 全 包,[0_4_5_6],[1_2_3],PIT
2502,要求 ： 限 女生,[0_2_3],[1],PIT
2503,干净 整洁 的 卧室 招租 啦 ～,[0_1_2_3_4_5],[6],PIT
2504,房屋 情况 ：,[0_1],[2],PIT
2506,家具 全 包 。,[0_1_2],[3],PIT
2507,租金 全 包 ！,[0_1_2],[3],PIT
2508,入住 后 不 需要 担心 任何 别的 费用 。,[0_1_2_3_4_5_6_7],[8],PIT
2509,爱 干净 ， 生活 规律 ， 安静 。,[0_1_3_4_6],[2_5_7],PIT
2510,最好 是 女生,[0_1_2],[],PIT
2511,一定 要 爱 干净 ！,[0_1_2_3],[4],PIT
2512,（ 共同 维持 家里 公共 区域 的 卫生 ， 一 周 倒 一 次 垃圾 ）,[1_2_3_4_5_6_7_9_10_11_12_13_14],[0_8_15],PIT
2516,随时 入住 ， 仅 限 女生 。,[0_1_3_4_5],[2_6],PIT
2518,房子 延期 到 7/30 。,[0_1_2],[3_4],PIT
2519,五月 起 可以 入住 。,[0_1_2_3],[4],PIT
2524,-$500 水 电网 全 包 可 刀 。,[1_2_3_4_5_6],[0_7],PIT
2526,再 顶 一个,[0_1_2],[],PIT
2527,自 顶 一 波 ， 自 顶,[0_1_2_3_5_6],[4],PIT
2528,有 需要 请 联系 我,[0_1_2_3_4],[],PIT
2529,顶 一下 ， 顶 一下 ， 顶 一下,[0_1_3_4_6_7],[2_5],PIT
2530,可以 随时 看 房 ， 有 需要 的 联系 我 呗 ~,[0_1_2_3_5_6_7_8_9_10],[4_11],PIT
2531,顶 一 波 ， 顶 一 波,[0_1_2_4_5_6],[3],PIT
2532,顶 一 波 顶 一 波 顶 一 波,[0_1_2_3_4_5_6_7_8],[],PIT
2533,顶 上去 ， 顶 上去 ， 顶 上去,[0_1_3_4_6_7],[2_5],PIT
2537,卧室 已 租 ， 只 剩下 客厅 了,[0_1_2_4_5_6_7],[3],PIT
2539,交通 便利 十五 分钟 内 即可 步行 至 或,[0_1_2_3_4_5_6_7_8],[],PIT
2547,步行 匹 大 十 分钟 ！,[0_1_2_3_4],[5],PIT
2548,去 图书馆 等 周边 均 是 步行 距离 ！,[0_1_2_3_4_5_6_7],[8],PIT
2549,房子 共 三 层 ， 现 二 楼 招租,[0_1_2_3_5_6_7_8],[4],PIT
2550,自 顶 ～～～,[0_1],[2],PIT
2551,已 租 ， 谢谢 大家,[0_1_3_4],[2],PIT
2552,我们 三 个 都 爱 整洁 ， 不 吵闹 。,[0_1_2_3_4_5_7_8],[6_9],PIT
2553,长 租 优先 ~ ~,[0_1_2],[3_4],PIT
2554,房子 公共 区域 有 人 定期 打扫 ， 非常 干净 。,[0_1_2_3_4_5_6_8_9],[7_10],PIT
2557,家具 齐全 ~ ~,[0_1],[2_3],PIT
2558,超大 卧室 ~ ~,[0_1],[2_3],PIT
2559,温馨 书房 ~ ~,[0_1],[2_3],PIT
2560,大 厨房 ~~~,[0_1],[2],PIT
2563,2017/05 下旬 ~ 2017/07/31,[1],[0_2_3],PIT
2564,重要 的 先 说 ：,[0_1_2_3],[4],PIT
2566,超 赞 的 公寓 ：,[0_1_2_3],[4],PIT
2567,好 房子 ， 顶 ！,[0_1_3],[2_4],PIT
2573,靠近 大 马路 ， 地理 位置 安全 。,[0_1_2_4_5_6],[3_7],PIT
2574,二 楼 三 间 卧室 ， 一 卫生间 ， 二 楼 住 三 女生 。,[0_1_2_3_4_6_7_9_10_11_12_13],[5_8_14],PIT
2575,客厅 有 两 个 卧室 那么 大 格局 非常 好 有 衣柜 有 屏风,[0_1_2_3_4_5_6_7_8_9_10_11_12_13],[],PIT
2583,有意 向 请 尽快 联系 我 。,[0_1_2_3_4_5],[6],PIT
2585,适合 需要 安静 休息 的 你 ！,[0_1_2_3_4_5],[6],PIT
2586,周围 餐馆 ， 商店 皆 步行 距离 ！,[0_1_3_4_5_6],[2_7],PIT
2587,家具 齐全 ， 拎包 入住 ！,[0_1_3_4],[2_5],PIT
2588,自己 顶 起来 ！,[0_1_2],[3],PIT
2591,水压 测试 ， 是 正经 喷头,[0_1_3_4_5],[2],PIT
2592,目前 房东 正在 对 房子 进行 装修 ， 所以 图片 中 还 没有 家具 。,[0_1_2_3_4_5_6_8_9_10_11_12_13],[7_14],PIT
2599,宽敞 客厅 ， 采光 良好 。,[0_1_3_4],[2_5],PIT
2600,可视 个人 情况 给予 优惠 。,[0_1_2_3_4],[5],PIT
2601,有 需要 的 请 联系 我 412.,[0_1_2_3_4_5],[6],PIT
2602,客厅 里 有 空调 ， 夏天 可以 享受 冷气 。,[0_1_2_3_5_6_7_8],[4_9],PIT
2603,公寓 地址 :,[0_1],[2],PIT
2604,出租 日期 :,[0_1],[2],PIT
2605,5/31/2017 至 7/31/2017 .,[1],[0_2_3],PIT
2606,所以 一共 大概 500-600 刀 左右 一 个 月 。,[0_1_2_4_5_6_7_8],[3_9],PIT
2607,另外 可 共享 部分 家具 和 电器 。,[0_1_2_3_4_5_6],[7],PIT
2610,以下 几 点 请 注意 ：,[0_1_2_3_4],[5],PIT
2611,乐于 提供 公寓 照片 ， 解答 疑问 。,[0_1_2_3_5_6],[4_7],PIT
2612,客厅 有 餐桌 ， 沙发 等 家具 齐全 。,[0_1_2_4_5_6_7],[3_8],PIT
2617,本 消息 仍然 有效,[0_1_2_3],[],PIT
2618,公寓 环境 ： 物业 管理 规范 。,[0_1_3_4_5],[2_6],PIT
2619,电梯 直达 。,[0_1],[2],PIT
2620,一 楼 有 健身房 。,[0_1_2_3],[4],PIT
2621,价格 ： 可以 商议 。,[0_2_3],[1_4],PIT
2622,已经 找到 房子 啦 ， 谢谢 大家 ！,[0_1_2_3_5_6],[4_7],PIT
2623,已 租 已 租 已 租 已 租,[0_1_2_3_4_5_6_7],[],PIT
2624,可 分为 三 个 独立 空间 ， 两 卧室 ， 一 个 客厅 。,[0_1_2_3_4_5_7_8_10_11_12],[6_9_13],PIT
2625,一 楼 有 健身房 ， 免费 。,[0_1_2_3_5],[4_6],PIT
2626,留学生 中 最 热门 公寓 ！,[0_1_2_3_4],[5],PIT
2628,月 租金 是 $1，750+ 电 和气 。,[0_1_2_4_5],[3_6],PIT
2630,诚意 租房 价格 可 商议 。,[0_1_2_3_4],[5],PIT
2631,短 租 三 个 月 ， 房子 很大 （ 71.,[0_1_2_3_4_6_7],[5_8_9],PIT
2632,价钱 可 商讨 。,[0_1_2],[3],PIT
2633,有意 一并 入手 家具 家电 者 优先 考虑 。,[0_1_2_3_4_5_6_7],[8],PIT
2638,顶 》 》 》 》 》 》 》 》 》 》 》 》 》 》 》 》 》 》,[0],[1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18],PIT
2639,全新 的 厨房 、 卫浴 设施 ， 客厅 宽敞 ， 舒适 干净 。,[0_1_2_4_5_7_8_10_11],[3_6_9_12],PIT
2644,新近 装修 ， 干净 整洁 ， 环境 很 好 ， 安全 安静 ， 附近 住 有 不少 中国 学生 和 访问 学者 。,[0_1_3_4_6_7_8_10_11_13_14_15_16_17_18_19_20_21],[2_5_9_12_22],PIT
2645,光线 明亮 ， 布局 合理 。,[0_1_3_4],[2_5],PIT
2646,免费 送给 想 住 的 人 ！,[0_1_2_3_4_5],[6],PIT
2647,（ 不用 担心 冬天 暖气 给 的 足 不足 ！,[1_2_3_4_5_6_7_8],[0_9],PIT
2648,门口 街 趴 数量 充足 可 免费 停车 。,[0_1_2_3_4_5_6_7],[8],PIT
2649,谢绝 宠物 。,[0_1],[2],PIT
2650,去年 装修 完毕 ， 现在 即可 入住 。,[0_1_2_4_5_6],[3_7],PIT
2652,紧急 出手 ， 条件 可以 商量,[0_1_3_4_5],[2],PIT
2653,家具 ： 厨具 卫浴 齐全 ， 家具 部分 可 送,[0_2_3_4_6_7_8_9],[1_5],PIT
2654,每 层 都 有 丢 垃圾 的 地方 。,[0_1_2_3_4_5_6_7],[8],PIT
2655,街区 非常 安静 ， 治安 良好 的 犹太人 聚居 区域 。,[0_1_2_4_5_6_7_8_9],[3_10],PIT
2656,支持 随时 看 房 ， 三月 底 免费 入住 ~,[0_1_2_3_5_6_7_8],[4_9],PIT
2658,现在 都 有 入住 。,[0_1_2_3],[4],PIT
2661,房间 都 有 家具,[0_1_2_3],[],PIT
2662,温馨 独立 卧室,[0_1_2],[],PIT
2663,有 小 冰箱,[0_1_2],[],PIT
2664,具体 可以 商量,[0_1_2],[],PIT
2665,有 餐桌 餐具 厨具,[0_1_2_3],[],PIT
2666,公寓 非常 安静 ；,[0_1_2],[3],PIT
2667,不用 担心 用电 多 会 有 超额 费用 ！,[0_1_2_3_4_5_6_7],[8],PIT
2671,确定 续 住 可以 免费 入住 一 周 ， 超 划算 的 。,[0_1_2_3_4_5_6_7_9_10_11],[8_12],PIT
