Word,Probability,Frequency
不仅,2.6895939609650264E-5,15
试卷,1.7930626406433508E-6,1
tear,1.7930626406433508E-6,1
保障,3.0482064890936964E-5,17
带宽,1.0758375843860106E-5,6
瓶颈,1.7930626406433508E-6,1
送到,7.710169354766409E-5,43
participate,5.379187921930053E-6,3
biochemical,7.172250562573403E-6,4
forbidden,1.7930626406433508E-6,1
候车,1.7930626406433508E-6,1
replaced,5.379187921930053E-6,3
services,1.972368904707686E-5,11
team,2.8689002250293613E-5,16
专业,2.725455213777893E-4,152
speech,3.5861252812867016E-6,2
watch,1.4344501125146806E-5,8
purple,3.5861252812867016E-6,2
serviced,1.7930626406433508E-6,1
密尔沃基,1.7930626406433508E-6,1
cabinet,7.172250562573403E-6,4
出售,9.86184452353843E-4,550
分发,1.7930626406433508E-6,1
维持,1.4344501125146806E-5,8
疫苗,1.7930626406433508E-5,10
着凉,1.7930626406433508E-6,1
种花,7.172250562573403E-6,4
私营,1.7930626406433508E-6,1
anna,6.275719242251729E-5,35
神速,3.5861252812867016E-6,2
participant,1.7930626406433508E-6,1
责任心,1.6137563765790156E-5,9
新版,7.172250562573403E-6,4
热门,1.7930626406433508E-6,1
大盘,5.379187921930053E-6,3
sheepskin,1.7930626406433508E-6,1
眼前,1.7930626406433508E-6,1
tech,1.0758375843860106E-5,6
eastern,7.172250562573403E-6,4
热闹,1.7930626406433508E-6,1
验证,1.6137563765790156E-5,9
campus,1.7930626406433508E-4,100
ultimate,7.172250562573403E-6,4
金马,1.7930626406433508E-6,1
答卷,1.7930626406433508E-6,1
inspected,5.379187921930053E-6,3
才子,1.7930626406433508E-6,1
陈述,1.7930626406433508E-6,1
halls,1.7930626406433508E-6,1
国内外,5.379187921930053E-6,3
penang,1.6137563765790156E-5,9
johns,1.7930626406433508E-6,1
马达,3.5861252812867016E-6,2
陪读,1.4344501125146806E-5,8
塞车,1.7930626406433508E-6,1
concept,3.5861252812867016E-6,2
列出,2.1516751687720212E-5,12
telescopic,1.7930626406433508E-6,1
house,5.522632933181521E-4,308
应付,8.965313203216754E-6,5
全权,3.5861252812867016E-6,2
bellow,1.7930626406433508E-6,1
agnostic,3.5861252812867016E-6,2
replying,1.7930626406433508E-6,1
hours,1.972368904707686E-5,11
结束,3.1557902475322976E-4,176
泄露,1.7930626406433508E-6,1
娇小,1.7930626406433508E-6,1
polytechnic,1.7930626406433508E-6,1
start,3.765431545351037E-5,21
cairo,1.7930626406433508E-6,1
starr,1.7930626406433508E-6,1
抢先,1.7930626406433508E-6,1
不住,1.7930626406433508E-6,1
reheat,1.7930626406433508E-6,1
allergens,1.7930626406433508E-6,1
论坛,2.0978832895527204E-4,117
就餐,1.7930626406433508E-6,1
watson,1.7930626406433508E-6,1
八月,4.966783514582082E-4,277
无法,1.2192825956374786E-4,68
如水,1.7930626406433508E-6,1
pitts,3.5861252812867016E-6,2
头疼,1.7930626406433508E-6,1
驱车,1.4344501125146806E-5,8
底价,5.379187921930053E-6,3
课余,3.5861252812867016E-6,2
jasmine,8.965313203216754E-6,5
专人,1.4344501125146806E-5,8
required,1.0758375843860106E-5,6
委托,8.965313203216754E-6,5
流血,3.5861252812867016E-6,2
通信,3.5861252812867016E-6,2
到位,3.0482064890936964E-5,17
golden,8.965313203216754E-6,5
扎实,7.172250562573403E-6,4
结构,6.455025506316063E-5,36
请假,3.5861252812867016E-6,2
结果,1.1116988371988776E-4,62
六月,8.606700675088085E-5,48
戒指,3.5861252812867016E-6,2
requires,1.7930626406433508E-6,1
霸王,1.7930626406433508E-6,1
进城,3.5861252812867016E-6,2
几天,1.7930626406433508E-6,1
简介,1.0758375843860106E-5,6
调价,1.7930626406433508E-6,1
一系列,3.5861252812867016E-6,2
刚刚,1.4523807389211143E-4,81
consume,1.7930626406433508E-6,1
anti,3.5861252812867016E-6,2
unknown,1.7930626406433508E-6,1
leases,1.0758375843860106E-5,6
队长,1.7930626406433508E-6,1
连续剧,1.7930626406433508E-6,1
manus,5.379187921930053E-6,3
consult,1.7930626406433508E-6,1
不便,5.379187921930053E-5,30
业主,1.4344501125146806E-5,8
打字,1.7930626406433508E-6,1
hound,1.2551438484503456E-5,7
层面,5.379187921930053E-6,3
故而,1.7930626406433508E-6,1
世人,3.5861252812867016E-6,2
竞技,1.7930626406433508E-6,1
一共,3.1916515003451644E-4,178
美元,2.6895939609650264E-4,150
警戒,1.7930626406433508E-6,1
消耗,1.4344501125146806E-5,8
一再,1.7930626406433508E-6,1
清热,1.7930626406433508E-6,1
friendly,4.841269129737047E-5,27
tell,8.965313203216754E-6,5
后门,2.5102876969006912E-5,14
初创,1.7930626406433508E-6,1
笛子,1.7930626406433508E-6,1
domino,3.227512753158031E-5,18
tele,3.5861252812867016E-6,2
写成,3.5861252812867016E-6,2
直射,3.5861252812867016E-6,2
对不起,1.7930626406433508E-6,1
竞拍,1.7930626406433508E-6,1
连城,3.5861252812867016E-6,2
drinking,3.5861252812867016E-6,2
island,5.379187921930053E-6,3
created,7.172250562573403E-6,4
晓得,5.379187921930053E-6,3
clover,8.965313203216754E-6,5
好处费,1.7930626406433508E-6,1
外国人,8.965313203216754E-6,5
相宜,3.5861252812867016E-6,2
water,1.165490716418178E-4,65
formal,7.172250562573403E-6,4
自行,9.144619467281089E-5,51
共有,5.379187921930053E-6,3
instructor,1.7930626406433508E-6,1
creates,1.7930626406433508E-6,1
salesman,1.7930626406433508E-6,1
特有,3.5861252812867016E-6,2
applet,1.7930626406433508E-6,1
七八,8.965313203216754E-6,5
titanium,5.379187921930053E-6,3
boards,1.7930626406433508E-6,1
送去,8.965313203216754E-6,5
跑鞋,5.379187921930053E-6,3
elsewhere,1.7930626406433508E-6,1
烙饼,1.7930626406433508E-6,1
温泉,1.0758375843860106E-5,6
绝望,1.7930626406433508E-6,1
扩大,1.7930626406433508E-6,1
情调,1.7930626406433508E-6,1
苹果,5.917106714123058E-5,33
平台,8.42739441102375E-5,47
toner,3.5861252812867016E-6,2
看好,7.172250562573403E-6,4
temp,1.7930626406433508E-6,1
直属,1.7930626406433508E-6,1
built,5.379187921930053E-6,3
创办,7.172250562573403E-6,4
lecturer,3.5861252812867016E-6,2
velocity,1.7930626406433508E-6,1
制作,1.2551438484503456E-5,7
星星,1.6137563765790156E-5,9
fellowship,1.7930626406433508E-6,1
头皮,1.7930626406433508E-6,1
diamond,1.7930626406433508E-6,1
build,3.5861252812867016E-6,2
meridian,1.7930626406433508E-6,1
多种,7.172250562573403E-6,4
wireless,5.1998816578657176E-5,29
小鸟,1.7930626406433508E-6,1
责任感,7.172250562573403E-6,4
群众,3.5861252812867016E-6,2
充沛,1.7930626406433508E-5,10
拉肚子,1.7930626406433508E-6,1
methodology,1.7930626406433508E-6,1
electronics,1.2551438484503456E-5,7
状态,8.78600693915242E-5,49
outlets,3.5861252812867017E-5,20
areas,5.379187921930053E-6,3
一切,1.5778951237661488E-4,88
相对,1.057906957979577E-4,59
并发,5.379187921930053E-6,3
缺少,1.7930626406433508E-6,1
后院,4.3033503375440424E-5,24
群体,1.2551438484503456E-5,7
法院,1.7930626406433508E-6,1
banks,1.7930626406433508E-6,1
报到,1.0758375843860106E-5,6
减少,1.972368904707686E-5,11
pancake,1.7930626406433508E-6,1
头盔,5.1998816578657176E-5,29
关机,1.7930626406433508E-6,1
简便,1.7930626406433508E-6,1
列印,3.5861252812867016E-6,2
最大化,1.7930626406433508E-6,1
折叠,2.564079576119992E-4,143
抢劫,3.5861252812867016E-6,2
influential,3.5861252812867016E-6,2
amenity,2.330981432836356E-5,13
顶上,5.379187921930053E-6,3
向阳,3.4068190172223665E-5,19
出国,1.6137563765790156E-5,9
investments,3.5861252812867016E-6,2
生长,1.7930626406433508E-6,1
墙角,1.7930626406433508E-6,1
composition,1.7930626406433508E-6,1
解释,2.1516751687720212E-5,12
适合,9.288064478532558E-4,518
wednesday,8.965313203216754E-6,5
hotel,1.0758375843860106E-5,6
term,1.0758375843860106E-5,6
小鹿,3.5861252812867016E-6,2
假设,7.172250562573403E-6,4
亚特兰大,1.7930626406433508E-6,1
认定,1.7930626406433508E-6,1
staff,8.965313203216754E-6,5
possible,2.1516751687720212E-5,12
right,4.482656601608377E-5,25
扭头,1.7930626406433508E-6,1
不像,1.7930626406433508E-6,1
yuan,7.172250562573403E-6,4
平和,7.172250562573403E-6,4
许多,4.661962865672712E-5,26
时段,8.965313203216754E-6,5
stage,7.172250562573403E-6,4
业余,1.972368904707686E-5,11
具有,6.992944298509068E-5,39
日光浴,3.5861252812867016E-6,2
小麦,3.5861252812867016E-6,2
under,1.0758375843860106E-5,6
折合,5.379187921930053E-6,3
教练,4.124044073479707E-5,23
两个,1.7930626406433508E-6,1
这套,1.7930626406433508E-6,1
later,3.5861252812867016E-6,2
passport,3.5861252812867016E-6,2
highway,1.4344501125146806E-5,8
托马斯,1.7930626406433508E-6,1
possibly,1.7930626406433508E-6,1
computational,3.5861252812867016E-6,2
缓慢,1.7930626406433508E-6,1
angeles,3.5861252812867016E-6,2
test,1.4344501125146806E-5,8
barton,3.5861252812867016E-6,2
grape,1.7930626406433508E-6,1
说到,3.5861252812867016E-6,2
节省,4.841269129737047E-5,27
昨日,1.7930626406433508E-6,1
帽子,1.6137563765790156E-5,9
final,2.330981432836356E-5,13
freezer,1.2551438484503456E-5,7
toyota,6.096412978187393E-5,34
节目,1.972368904707686E-5,11
loan,1.7930626406433508E-6,1
training,1.0758375843860106E-5,6
督促,1.7930626406433508E-6,1
撤销,5.379187921930053E-6,3
duration,3.5861252812867016E-6,2
丢人,1.7930626406433508E-6,1
load,1.0758375843860106E-5,6
万分,2.6895939609650264E-5,15
消费者,1.7930626406433508E-6,1
担任,3.5861252812867016E-6,2
originals,1.7930626406433508E-6,1
lunar,1.7930626406433508E-6,1
威廉,1.7930626406433508E-6,1
威斯康星,1.7930626406433508E-6,1
madison,7.172250562573403E-6,4
tommy,7.172250562573403E-6,4
不免,5.379187921930053E-6,3
unc,1.7930626406433508E-6,1
星期,3.765431545351037E-5,21
grand,8.965313203216754E-6,5
手巧,1.7930626406433508E-6,1
schedule,2.6895939609650264E-5,15
不全,7.172250562573403E-6,4
手工,1.7930626406433508E-5,10
跑题,1.7930626406433508E-6,1
选取,1.7930626406433508E-6,1
grant,1.7930626406433508E-6,1
qualified,8.965313203216754E-6,5
lunch,7.172250562573403E-6,4
东侧,1.7930626406433508E-6,1
wagner,1.7930626406433508E-6,1
helping,1.7930626406433508E-6,1
invincible,1.7930626406433508E-6,1
自觉,1.7930626406433508E-6,1
市场价,1.4344501125146806E-5,8
brandeis,1.7930626406433508E-6,1
注销,1.7930626406433508E-6,1
设备,1.649617629391883E-4,92
fingerprint,3.5861252812867016E-6,2
lock,2.1516751687720212E-5,12
text,2.546148949713558E-4,142
latin,3.5861252812867016E-6,2
春暖,5.379187921930053E-6,3
后面,1.8827157726755185E-4,105
两人,1.7930626406433508E-6,1
与其,1.7930626406433508E-6,1
洗车,1.2551438484503456E-5,7
文科,1.4344501125146806E-5,8
oneida,1.7930626406433508E-6,1
electrical,1.4344501125146806E-5,8
不再,2.8689002250293613E-5,16
ups,3.765431545351037E-5,21
johan,1.7930626406433508E-6,1
interval,1.7930626406433508E-6,1
婴儿,8.965313203216754E-5,50
mandy,1.7930626406433508E-6,1
获利,3.5861252812867016E-6,2
一半,6.096412978187393E-5,34
w3c,1.7930626406433508E-6,1
美化,1.7930626406433508E-6,1
bowls,3.5861252812867016E-6,2
个个,3.5861252812867016E-6,2
一千,1.7930626406433508E-5,10
operated,3.5861252812867016E-6,2
收获,1.7930626406433508E-5,10
斯坦福,3.5861252812867016E-6,2
不准,1.7930626406433508E-6,1
暂定,3.4068190172223665E-5,19
sewer,4.661962865672712E-5,26
所得,3.5861252812867016E-6,2
stand,4.3033503375440424E-5,24
surround,3.5861252812867016E-6,2
转机,7.172250562573403E-6,4
exponentially,1.7930626406433508E-6,1
新生,2.4564958176813905E-4,137
下列,1.2551438484503456E-5,7
forward,3.5861252812867016E-6,2
芯片,3.5861252812867016E-6,2
限量,8.965313203216754E-6,5
url,3.227512753158031E-5,18
情趣,3.5861252812867016E-6,2
烧饼,1.7930626406433508E-6,1
帮工,3.5861252812867016E-6,2
内景,1.7930626406433508E-6,1
usa,5.379187921930053E-6,3
不出,1.7930626406433508E-6,1
usc,7.172250562573403E-6,4
dimensional,1.7930626406433508E-6,1
usb,5.917106714123058E-5,33
use,3.4068190172223665E-5,19
subject,7.172250562573403E-6,4
中东,1.7930626406433508E-6,1
usd,1.1475600900117445E-4,64
nursing,5.379187921930053E-6,3
座位,1.7930626406433508E-4,100
凉席,1.7930626406433508E-6,1
热风,1.7930626406433508E-6,1
不分,3.5861252812867016E-6,2
usp,2.492357070494258E-4,139
终止,1.6137563765790156E-5,9
monopoly,3.5861252812867016E-6,2
negotiation,3.5861252812867016E-6,2
七十,1.7930626406433508E-6,1
logo,8.965313203216754E-6,5
oxygen,1.7930626406433508E-6,1
广告,4.841269129737047E-5,27
loft,5.379187921930053E-6,3
忍无可忍,1.7930626406433508E-6,1
吊顶,3.5861252812867016E-6,2
includes,7.351556826637738E-5,41
weights,1.7930626406433508E-6,1
null,1.7930626406433508E-6,1
担保,1.7930626406433508E-6,1
不利,1.7930626406433508E-6,1
游泳,1.1116988371988776E-4,62
俄亥俄,7.172250562573403E-6,4
bumper,1.972368904707686E-5,11
吃饭,9.86184452353843E-5,55
高薪,1.7930626406433508E-6,1
veterans,1.7930626406433508E-6,1
stair,1.7930626406433508E-6,1
出境,1.7930626406433508E-6,1
刘震云,3.5861252812867016E-6,2
店内,1.2551438484503456E-5,7
transformer,3.5861252812867016E-6,2
不到,3.801292798163904E-4,212
更为,1.7930626406433508E-6,1
stain,3.5861252812867016E-6,2
见面,2.8689002250293613E-5,16
莫名,3.5861252812867016E-6,2
smoking,2.1516751687720212E-5,12
试图,3.5861252812867016E-6,2
个人,3.353027138003066E-4,187
新疆,7.172250562573403E-6,4
cups,5.379187921930053E-6,3
included,1.4344501125146807E-4,80
分地,1.7930626406433508E-6,1
讲学,3.5861252812867016E-6,2
轻易,3.5861252812867016E-6,2
thread,8.965313203216754E-6,5
outdoor,5.379187921930053E-6,3
monterey,1.7930626406433508E-6,1
相差,3.5861252812867016E-6,2
看客,1.7930626406433508E-6,1
外籍,3.5861252812867016E-6,2
properties,8.965313203216754E-6,5
一号,5.558494185994388E-5,31
打工,1.2551438484503456E-5,7
activated,1.7930626406433508E-6,1
床单,3.4068190172223665E-5,19
曝光,5.379187921930053E-6,3
报名,2.8689002250293613E-5,16
一名,1.7930626406433508E-6,1
一同,3.765431545351037E-5,21
judith,1.7930626406433508E-6,1
前人,3.5861252812867016E-6,2
美发,1.7930626406433508E-6,1
curb,1.7930626406433508E-6,1
黄豆,5.379187921930053E-6,3
drawing,3.5861252812867016E-6,2
一向,3.5861252812867016E-6,2
通勤,1.4344501125146806E-5,8
postdoctoral,3.5861252812867016E-6,2
volkswagen,1.0758375843860106E-5,6
boxes,5.379187921930053E-6,3
港湾,1.7930626406433508E-6,1
august,7.530863090702074E-5,42
车棚,1.2551438484503456E-5,7
电钻,1.7930626406433508E-6,1
狮子,1.7930626406433508E-6,1
帐户,7.172250562573403E-6,4
benefit,7.172250562573403E-6,4
boxed,5.379187921930053E-6,3
文章,8.965313203216754E-6,5
充满,8.965313203216754E-6,5
中介,1.2551438484503456E-5,7
unique,1.7930626406433508E-6,1
名额,1.2551438484503456E-5,7
像素,3.5861252812867016E-6,2
高尔夫,3.0482064890936964E-5,17
借鉴,3.5861252812867016E-6,2
共和党,1.7930626406433508E-6,1
前任,2.6895939609650264E-5,15
独家,1.6137563765790156E-5,9
experiments,3.5861252812867016E-6,2
scan,3.5861252812867016E-6,2
报告,9.323925731345424E-5,52
industry,1.0758375843860106E-5,6
midas,1.2551438484503456E-5,7
制冷,1.4344501125146806E-5,8
保驾,1.7930626406433508E-6,1
真如,1.7930626406433508E-6,1
long,7.172250562573403E-6,4
鸳鸯,2.1516751687720212E-5,12
三十,1.0758375843860106E-5,6
三千,3.5861252812867016E-6,2
屏风,8.965313203216754E-6,5
浏览,7.172250562573403E-6,4
invites,1.7930626406433508E-6,1
rollover,3.5861252812867016E-6,2
一周,1.7930626406433508E-6,1
controller,1.972368904707686E-5,11
bother,1.0758375843860106E-5,6
洽谈,1.7930626406433508E-6,1
度假,7.172250562573403E-6,4
checklist,1.7930626406433508E-6,1
出头,1.2551438484503456E-5,7
controlled,1.7930626406433508E-6,1
extensive,1.7930626406433508E-6,1
residential,1.7930626406433508E-6,1
上升,3.5861252812867016E-6,2
教育,9.144619467281089E-5,51
上午,2.151675168772021E-4,120
increasing,1.7930626406433508E-6,1
beginners,3.5861252812867016E-6,2
天空,1.7930626406433508E-6,1
签到,5.558494185994388E-5,31
立柜,1.2551438484503456E-5,7
agent,4.482656601608377E-5,25
调制,3.5861252812867016E-6,2
lasts,1.7930626406433508E-6,1
wool,1.7930626406433508E-6,1
天窗,7.351556826637738E-5,41
rapid,1.7930626406433508E-6,1
seven,3.0482064890936964E-5,17
立柱,1.7930626406433508E-6,1
红烧,3.5861252812867016E-6,2
arena,1.7930626406433508E-6,1
stringed,1.7930626406433508E-6,1
相应,1.7930626406433508E-5,10
下午,7.530863090702074E-4,420
loop,7.172250562573403E-6,4
顺便,6.634331770380398E-5,37
wood,1.6137563765790156E-5,9
mysql,1.7930626406433508E-6,1
中伤,5.379187921930053E-6,3
光滑,1.7930626406433508E-6,1
业内,3.5861252812867016E-6,2
invited,7.172250562573403E-6,4
美味,1.4344501125146806E-5,8
清理,9.682538259474095E-5,54
look,1.972368904707686E-5,11
套用,1.7930626406433508E-6,1
和蔼可亲,3.5861252812867016E-6,2
淀粉,8.965313203216754E-6,5
预付,5.379187921930053E-6,3
lord,3.5861252812867016E-6,2
退回,3.5861252812867016E-6,2
逗号,1.7930626406433508E-6,1
抽出,3.5861252812867016E-6,2
或是,1.1834213428246115E-4,66
领事,1.7930626406433508E-6,1
独居,1.7930626406433508E-6,1
较早,1.7930626406433508E-6,1
ionic,1.7930626406433508E-6,1
突然,2.6895939609650264E-5,15
处罚,1.7930626406433508E-6,1
嘉宾,7.172250562573403E-6,4
处置,1.7930626406433508E-6,1
不单,1.7930626406433508E-6,1
想要,3.693709039725303E-4,206
cubic,2.5102876969006912E-5,14
winning,1.7930626406433508E-6,1
steamer,1.6137563765790156E-5,9
自认,1.7930626406433508E-6,1
获取,6.096412978187393E-5,34
layout,1.7930626406433508E-6,1
三口,1.7930626406433508E-6,1
帷幕,1.7930626406433508E-6,1
上去,4.124044073479707E-5,23
监控,1.0758375843860106E-5,6
dents,1.7930626406433508E-6,1
扩展,8.965313203216754E-6,5
打开,8.606700675088085E-5,48
转椅,1.7751320142369174E-4,99
mechanic,1.7930626406433508E-6,1
jing,1.2551438484503456E-5,7
michaels,1.7930626406433508E-6,1
媒体,8.965313203216754E-6,5
常常,3.5861252812867016E-6,2
手快,3.5861252812867016E-6,2
船舶,1.7930626406433508E-6,1
花环,3.5861252812867016E-6,2
爸爸,5.379187921930053E-6,3
成本,1.6137563765790156E-5,9
loss,1.4344501125146806E-5,8
caribbean,1.7930626406433508E-6,1
调动,1.7930626406433508E-6,1
lost,5.379187921930053E-6,3
stealth,1.7930626406433508E-6,1
下去,2.5102876969006912E-5,14
vac,1.7930626406433508E-6,1
直径,8.965313203216754E-6,5
想见,5.379187921930053E-6,3
van,3.0482064890936964E-5,17
如火,1.7930626406433508E-6,1
magnification,1.7930626406433508E-6,1
worn,1.7930626406433508E-6,1
work,3.944737809415372E-5,22
var,1.7930626406433508E-6,1
通向,1.0758375843860106E-5,6
lose,1.7930626406433508E-6,1
utilization,1.7930626406433508E-6,1
expanse,1.7930626406433508E-6,1
上台,1.7930626406433508E-6,1
最为,1.7930626406433508E-6,1
常年,1.4344501125146806E-5,8
tinted,3.5861252812867016E-6,2
谈到,1.7930626406433508E-6,1
registration,8.965313203216754E-6,5
word,1.7930626406433508E-6,1
平均,2.635802081745726E-4,147
love,2.330981432836356E-5,13
路面,3.5861252812867016E-6,2
extension,1.4344501125146806E-5,8
听闻,1.7930626406433508E-6,1
轮椅,1.7930626406433508E-6,1
绒毛,1.7930626406433508E-6,1
不去,8.965313203216754E-6,5
architect,1.7930626406433508E-6,1
为主,2.330981432836356E-5,13
凉快,5.379187921930053E-6,3
修饰,1.7930626406433508E-6,1
别名,1.7930626406433508E-6,1
演变,3.5861252812867016E-6,2
bryn,4.124044073479707E-5,23
相当,7.710169354766409E-5,43
收藏,1.0758375843860106E-5,6
平坦,1.7930626406433508E-6,1
年均,5.379187921930053E-6,3
为之,1.7930626406433508E-6,1
verify,5.379187921930053E-6,3
帮忙,3.1916515003451644E-4,178
不变,1.7930626406433508E-6,1
不受,1.7930626406433508E-6,1
荣幸,1.7930626406433508E-6,1
主义,1.7930626406433508E-6,1
英汉,5.379187921930053E-6,3
lots,8.965313203216754E-6,5
轻松,6.813638034444733E-5,38
再来,1.2551438484503456E-5,7
失窃,1.7930626406433508E-6,1
公正,5.379187921930053E-6,3
斑竹,1.7930626406433508E-6,1
为了,9.323925731345424E-5,52
threshold,5.379187921930053E-6,3
不可,1.7930626406433508E-6,1
设定,8.965313203216754E-6,5
不合,7.172250562573403E-6,4
dimming,1.7930626406433508E-6,1
basketball,8.965313203216754E-6,5
ved,1.7930626406433508E-6,1
portfolio,5.379187921930053E-6,3
不同,1.1475600900117445E-4,64
签单,2.5102876969006912E-5,14
