SentenceID,CodeSwitchedSentence,NumberOfCodeSwitching,CodeSwitch1,Translation1,CodeSwitch2,Translation2,CodeSwitch3,Translation3,CodeSwitch4,Translation4,CodeSwitch5,Translation5,CodeSwitch6,Translation6,CodeSwitch7,Translation7,TranslatedSentence,IndicesOfCodeSwitchedWord,IndicesOfPunctuation,AddedWordList
843,squirrel hill 松鼠 山 好 房 出租 ！,2,squirrel hill,松鼠山,,,,,,,,,,,,,松鼠山 松鼠 山 好 房 出租 ！,[0_1],[7],
844,house 共 有 四 个 房间 ， 二 楼 和 三 楼 各 两 个 房间 ， 每 层 有 一 个 卫生间 。,2,house,住宅,,,,,,,,,,,,,独栋住宅 共 有 四 个 房间 ， 二 楼 和 三 楼 各 两 个 房间 ， 每 层 有 一 个 卫生间 。,[0],[6_16_23],
845,如 有 兴趣 请 email : em@32,2,email,电子邮件,,,,,,,,,,,,,如 有 兴趣 请 发电子邮件至 : em@32,[4],[5_6],
846,匹兹堡 apartment 卧室 招租 - 限 女生,2,apartment,公寓,,,,,,,,,,,,,匹兹堡公寓 卧室 招租 - 限 女生,[1],[4],
847,并且 附近 有 cvs 和 印度 、 韩国 超市 ， 购物 也 方便 。,2,cvs,超市名,,,,,,,,,,,,,并且 附近 有 cvs（超市名） 和 印度 、 韩国 超市 ， 购物 也 方便 。,[3],[6_9_13],
848,north oakland 属于 学校 附近 相对 安静 和 治安 情况 较 好 的 区域 ， 居住 环境 好 ， 利于 学习 和 生活 。,2,north oakland,北奥克兰,,,,,,,,,,,,,北奥克兰属于 学校 附近 相对 安静 和 治安 情况 较 好 的 区域 ， 居住 环境 好 ， 利于 学习 和 生活 。,[0_1],[14_18_23],
849,如 有 兴趣 请 email : em@32,2,email,电子邮件,,,,,,,,,,,,,如 有 兴趣 请 发电子邮件l : em@32,[4],[5_6],
850,非 地毯 hard floor 。,2,hard floor,地板,,,,,,,,,,,,,非 地毯地板。,[2_3],[4],
851,宜家 full size 床,2,full size,全尺寸大小,,,,,,,,,,,,,宜家 全尺寸大小 床,[1_2],,
852,所 属 物业 ： walnut capital （ 匹兹堡 特别 好 的 物业 ）,2,walnut capital,核桃资产,,,,,,,,,,,,,所 属 物业 ： 核桃资产（ 匹兹堡 特别 好 的 物业 ）,[4_5],[3_6_12],
853,人 非常 nice,2,nice,好,,,,,,,,,,,,,人 非常 好,[2],,
854,也 有 校园 shuttle 停 靠 站 。,2,shuttle,摆渡车,,,,,,,,,,,,,也 有 校园 摆渡车 停 靠 站 。,[3],[7],
855,house 中 的 一 个 最大 房间 ， 租金 为 ： 399 $ / 月 。,2,house,住宅,,,,,,,,,,,,,独栋住宅 中 的 一 个 最大 房间 ， 租金 为 ： 399$ / 月 。,[0],[7_10_12_13_15],
856,房东 待人 和善 ， 房东 联系 email ： em@38,2,email,电子邮件,,,,,,,,,,,,,房东 待人 和善 ， 房东 联系 电子邮箱： em@38,[6],[3_7_8],
857,平时 非常 安静 ， 也 很 少 有 人 干扰 ， 基本 没 人 会 在 这里 开 party 什么 的 ， 非常 适合 学习 。,2,party,聚会,,,,,,,,,,,,,平时 非常 安静 ， 也 很 少 有 人 干扰 ， 基本 没 人 会 在 这里 开聚会 什么 的 ， 非常 适合 学习 。,[18],[3_10_21_25],
858,社区 ： squirrel hill ， 3-9 分钟 步行 可 达 bus stop,3,squirrel hill,松鼠山,bus stop,,,,,,,,,,,,社区 ： 松鼠山 ， 3-9 分钟 步行 可 达公交站,[2_3_10_11],[1_4],
859,您 想 找 有 免费 street parking 的 公寓 吗 ？,2,street parking,路边停车,,,,,,,,,,,,,您 想 找 有 免费 路边停车 的 公寓 吗 ？,[5_6],[10],
860,college gardens 公寓 属于 pitt 学校 资产 并由 学校 负责 管理 与 维护 。,3,college gardens,学校花园,pitt,匹兹堡大学,,,,,,,,,,,学校花园 公寓 属于 匹兹堡大学学校 资产 并由 学校 负责 管理 与 维护 。,[0_1_4],[13],
861,附近 有 cvs 和 印度 超市 ， 购物 方便 ， 也 有 很多 中国 ， 印度 餐馆 。,2,cvs,超市名,,,,,,,,,,,,,附近 有 cvs(超市名） 和 印度 超市 ， 购物 方便 ， 也 有 很多 中国 ， 印度 餐馆 。,[2],[6_9_14_17],
862,您 想 找 有 免费 street parking 的 公寓 吗 ？,2,street parking,路边停车,,,,,,,,,,,,,您 想 找 有 免费 路边停车的 公寓 吗 ？,[5_6],[10],
863,college gardens 公寓 属于 pitt 学校 资产 并由 学校 负责 管理 与 维护 。,3,college gardens,学校花园,pitt,匹兹堡大学,,,,,,,,,,,学校花园公寓 属于 匹兹堡大学 学校 资产 并由 学校 负责 管理 与 维护 。,[0_1_4],[13],
864,房子 是 一 个 两 层 楼 大 house 。,2,house,住宅,,,,,,,,,,,,,房子 是 一 个 两 层 楼 大独栋住宅。,[8],[9],
865,二 楼 是 两 个 bedrooms 。,2,bedrooms,卧室,,,,,,,,,,,,,二 楼 是 两 个 卧室。,[5],[6],
866,每个 bedroom 里 还 有 两 层 ， 是 个 loft 的 感觉 ， 很 大 。,3,bedroom,卧室,loft,复式楼,,,,,,,,,,,每个卧室 里 还 有 两 层 ， 是 个复式楼的 感觉 ， 很 大 。,[1_10],[7_13_16],
867,含 一 个 outdoor parking 固定 车位 ， 不 需要 抢 。,2,outdoor parking,室外停车,,,,,,,,,,,,,含 一 个 室外停车 固定 车位 ， 不 需要 抢 。,[3_4],[7_11],
868,公寓 情况 ： 超大 一 室 一 厅 ， 位 于 bayard road ， 属于 著名 的 meyers 公司 。,3,bayard road,贝叶德街,meyers,迈耶斯,,,,,,,,,,,公寓 情况 ： 超大 一 室 一 厅 ， 位 于贝叶德街 ， 属于 著名 的 迈耶斯 公司 。,[11_12_17],[2_8_13_19],
869,交通 便捷 ， 去 中国 超市 ， whole foods market ， target ， downtown 等 均 可 直达 。,2,whole foods market,全食,target ， downtown ， ,塔吉特 ， 市区 ， ,,,,,,,,,,,交通 便捷 ， 去 中国 超市 ， 全食超市 ， 塔吉特 ， 市区等 均 可 直达 。,[7_8_9_11_13],[2_6_10_12_18],
870,两 个 walk-in closet 非常 宽敞 。,2,closet,衣橱,,,,,,,,,,,,,两 个 进门壁橱 非常 宽敞 。,[3],[6],
871,学校 escort 可 直达 。,2,escort,护送车,,,,,,,,,,,,,学校 护送车可 直达 。,[1],[4],
872,周边 环境 ： 对面 是 女子 大学 （ chatham university ） 安静 和 安全 。,2,chatham university,查塔姆大学,,,,,,,,,,,,,周边 环境 ： 对面 是 女子 大学 （ 查塔姆大学） 安静 和 安全 。,[8_9],[2_7_10_14],
873,人 也 很 nice 的 ！,2,nice,好,,,,,,,,,,,,,人 也 很 好的 ！,[3],[5],
874,if （ 学校 escort ）,3,if,如果,escort,护送车,,,,,,,,,,,如果 （ 学校护送车）,[0_3],[1_4],
875,if （ 学校 shuttle ）,3,if,如果,shuttle,摆渡车,,,,,,,,,,,如果 （ 学校护送车 ）,[0_3],[1_4],
876,去 giant eagle,2,giant eagle,大老鹰,,,,,,,,,,,,,去 大老鹰,[1_2],,
877,阳台 （ 面向 shady ）,2,shady,沙迪,,,,,,,,,,,,,阳台 （ 面向 沙迪）,[3],[1_4],
878,college garden 公寓 属于 pitt 学校 资产 并由 学校 负责 管理 与 维护 。,3,college garden,学校花园,pitt,匹兹堡大学,,,,,,,,,,,学校花园 公寓 属于 匹兹堡大学 学校 资产 并由 学校 负责 管理 与 维护 。,[0_1_4],[13],
879,停车 ： 有 免费 的 off-street parking,2,parking,停车,,,,,,,,,,,,,停车 ： 有 免费 的 露天停车,[6],[1],
880,联系 时 请 说明 你 的 名字 ， 性别 ， 在 这里 的 身份 （ 例如 master ， phd ， 访问 学者 等 ）,2,master,硕士,phd ， ,博士 ， ,,,,,,,,,,,联系 时 请 说明 你 的 名字 ， 性别 ， 在 这里 的 身份 （ 例如硕士 ， 博士， 访问 学者 等 ）,[16_18],[7_9_14_17_19_23],
881,由于 本人 下 学期 要 study abroad ， 现在 需要 将 apartment 从 12.,3,study abroad,出国读书,apartment,公寓,,,,,,,,,,,由于 本人 下 学期 要出国学习 ， 现在 需要 将 公寓 从 12.,[5_6_11],[7],
882,没有 单独 的 laundry 。,2,laundry,洗衣机,,,,,,,,,,,,,没有 单独 的洗衣机 。,[3],[4],
883,要 去 tower 洗 衣服,2,tower,塔,,,,,,,,,,,,,要 去 塔 洗 衣服,[2],,
884,一 个 studio （ 独立 卫生间 ， 一 个 大厅 包括 厨房 ） 。,2,studio,工作室,,,,,,,,,,,,,一 个 工作室（ 独立 卫生间 ， 一 个 大厅 包括 厨房 ） 。,[2],[3_6_12_13],
885,这个 apt 非常 好 ， 可能 整个 匹兹堡 都 找 不 到 这么 便宜 的 apt 了 。,3,apt,公寓,apt,公寓,,,,,,,,,,,这个 公寓 非常 好 ， 可能 整个 匹兹堡 都 找 不 到 这么 便宜 的 公寓了 。,[1_15],[4_17],
886,不含 utility 。,2,utility,水电气,,,,,,,,,,,,,不含 水电气 。,[1],[2],
887,craig 两 室 一 厅 中 一 室 招租 。,2,craig,克列戈,,,,,,,,,,,,,克列戈两 室 一 厅 中 一 室 招租 。,[0],[9],
888,出门 一 分钟 到 centre 和 craig 路口 。,3,centre,中间,craig,克列戈,,,,,,,,,,,出门 一 分钟 到 中间 和 克列戈路口 。,[4_6],[8],
889,所有 家具 齐全 （ queen size 床 + 书桌 + 转椅 + 衣柜 + 书柜 ） 只 需 提包 入住 。,2,queen size,大号尺寸的,,,,,,,,,,,,,所有 家具 齐全 （ 大号尺寸的 床 + 书桌 + 转椅 + 衣柜 + 书柜 ） 只 需 提包 入住 。,[4_5],[3_7_9_11_13_15_20],
890,房子 是 一 个 两 层 楼 大 house 。,2,house,住宅,,,,,,,,,,,,,房子 是 一 个 两 层 楼 大独栋住宅 。,[8],[9],
891,刚 装修 过 的 新房 ， 有 back yard ， deck 等,2,back yard,后花园,deck ， ,露台 ， ,,,,,,,,,,,刚 装修 过 的 新房 ， 有 后花园 ，露台 等,[7_8_10],[5_9],
892,停车 ： 有 停车场 ， 但是 需要 交 fee 。,2,fee,费用,,,,,,,,,,,,,停车 ： 有 停车场 ， 但是 需要 交费用 。,[8],[1_4_9],
893,欢迎 email 或者 电话 咨询 信息 照片,2,email,电子邮件,,,,,,,,,,,,,欢迎 电子邮件 或者 电话 咨询 信息 照片,[1],,
894,html 租金 为 750+electricity,2,html,超文字标记语言,,,,,,,,,,,,,超文字标记语言 租金 为 750+电费,[0],,
895,松鼠 山 有 很多 restaurant ， 吃饭 不 发愁 。,2,restaurant,餐厅,,,,,,,,,,,,,松鼠 山 有 很多 餐厅 ， 吃饭 不 发愁 。,[4],[5_9],
896,距离 giant eagle 只 有 一 个 block ， 购物 方便 。,3,giant eagle,大老鹰,block,街区,,,,,,,,,,,距离 大老鹰 只 有 一 个 街区 ， 购物 方便 。,[1_2_7],[8_11],
897,一 室 一 厅 ， 客厅 招租 ， 并且 有 dining room 。,2,dining room,餐厅,,,,,,,,,,,,,一 室 一 厅 ， 客厅 招租 ， 并且 有 餐厅 。,[10_11],[4_7_12],
898,客厅 面积 很 大 ， 很 明亮 ， 有 自己 的 closet ( 详见 floor plan ),3,closet,衣橱,floor plan,平面图,,,,,,,,,,,客厅 面积 很 大 ， 很 明亮 ， 有 自己 的 衣橱 ( 详见 平面图 ),[11_14_15],[4_7_12_16],
899,（ 可 google 查看 地理 位置 ）,2,google,谷歌,,,,,,,,,,,,,（ 可谷歌 查看 地理 位置 ）,[2],[0_6],
900,位置 在 murray 和 forward 交叉 路口 附近 ， 方便 上下 374.,3,murray,默里,forward,费伍德,,,,,,,,,,,位置 在 默里 和 费伍德交叉 路口 附近 ， 方便 上下 374.,[2_4],[8],
901,有 free street parking .,2,free street,免费街,,,,,,,,,,,,,有 免费路边停车,[1_2_3],[4],[parking]
902,现在 有 位于 bartlett st 的 安静 公寓 中 一 间 卧室 出租 ， 出门 过 马路 即 可 到 giant eagle ， 买 东西 很 方便 。,3,bartlett st,巴雷特街,giant eagle,大老鹰,,,,,,,,,,,现在 有 位于 巴雷特街 的 安静 公寓 中 一 间 卧室 出租 ， 出门 过 马路 即 可 到 大老鹰 ， 买 东西 很 方便 。,[3_4_20_21],[13_22_27],
903,center tower 一 室 一 厅 招租 。,2,center tower,中央塔,,,,,,,,,,,,,中央塔 一 室 一 厅 招租 。,[0_1],[7],
904,lease 到 2016.,2,lease,合同,,,,,,,,,,,,,合同到 2016.,[0],,
905,现有 两 匹 大 master ， 一 男生 一 女生 ， 很 好 相处 。,2,master,硕士,,,,,,,,,,,,,现有 两 匹 大 硕士 ， 一 男生 一 女生 ， 很 好 相处 。,[4],[5_10_14],
906,的 studio ， 环境 安静 。,2,studio,工作室,,,,,,,,,,,,,的 工作室， 环境 安静 。,[1],[2_5],
907,邮箱 jib em@39,2,jib,迹部,,,,,,,,,,,,,邮箱 jib em@39,[1],[2],
908,floor plan ( 我 用 模拟 人生 搞 的 = = 就 看 个 结构 吧 实际 颜色 不 是 这样 的 ) 房东 给 我 拍 了 一 段 房子 现在 的 样子 的 视频 可以 发 邮件 问 我 要 ：,2,floor plan,平面图,,,,,,,,,,,,,平面图 ( 我 用 模拟 人生 搞 的 = = 就 看 个 结构 吧 实际 颜色 不 是 这样 的 ) 房东 给 我 拍 了 一 段 房子 现在 的 样子 的 视频 可以 发 邮件 问 我 要 ：,[0_1],[2_9_10_22_42],
909,floor plan ( 我 用 模拟 人生 搞 的 = = 就 看 个 结构 吧 实际 颜色 不 是 这样 的 ) ：,2,floor plan,平面图,,,,,,,,,,,,,平面图 ( 我 用 模拟 人生 搞 的 = = 就 看 个 结构 吧 实际 颜色 不 是 这样 的 ) ：,[0_1],[2_9_10_22_23],
910,这 是 one bedroom apartment .,2,one bedroom apartment,单卧室公寓,,,,,,,,,,,,,这 是 单卧室公寓 .,[2_3_4],[5],
911,联系 方式 ： call : pn-20 e-mail : em@40,2,call,电话,,,,,,,,,,,,,联系 方式 ：电话 : pn-20 电子邮箱 : em@40,[3],[2_4_5_7_8],
912,本人 匹 大 研究生 毕业 ， 在 学校 的 实验室 做 opt ， 男 ， 无 不良 嗜好 。,2,opt,need to translate,,,,,,,,,,,,,本人 匹 大 研究生 毕业 ， 在 学校 的 实验室 做 opt ， 男 ， 无 不良 嗜好 。,[11],[5_12_14_18],
913,有 permit ， 没有 车 ， 但是 想 近期 考 驾照 。,2,permit,许可证,,,,,,,,,,,,,有 许可证 ， 没有 车 ， 但是 想 近期 考 驾照 。,[1],[2_5_11],
914,请 再次 确认 一下 微 信号 ， 我 添加 你 时 显示 “ not found ” 。,2,not found,没发现,,,,,,,,,,,,,请 再次 确认 一下 微 信号 ， 我 添加 你 时 显示 “ 查无此人 ” 。,[13_14],[6_12_15_16],
915,已经 拿到 permit ， 有 车 。,2,permit,许可证,,,,,,,,,,,,,已经 拿到 许可证 ， 有 车 。,[2],[3_6],
916,位置 ： squirrel hill 附近 。,2,squirrel hill,松鼠山,,,,,,,,,,,,,位置 ：松鼠山 附近 。,[2_3],[1_5],
917,你 还 ， 请 问 可以 share 一下 你 教练 的 联系 方式 吗 ？,2,share,分享,,,,,,,,,,,,,你 还 ， 请 问 可以 分享 一下 你 教练 的 联系 方式 吗 ？,[6],[2_14],
918,我 也 拿到 了 permit ， 最近 想 请 教练 陪练 ， 但 还 没 找到 。,2,permit,许可证,,,,,,,,,,,,,我 也 拿到 了 许可证 ， 最近 想 请 教练 陪练 ， 但 还 没 找到 。,[4],[5_11_16],
919,在 每 一 次 booking 客人 走 之后 需要 进行 整理 和 清洁 。,2,booking,租借,,,,,,,,,,,,,在 每 一 次 租借 客人 走 之后 需要 进行 整理 和 清洁 。,[4],[13],
920,allen 于 2018-4-25 14:27 编辑,2,allen,阿伦,,,,,,,,,,,,,allen 于 2018-4-25 14:27 编辑,[0],,
921,大家 好 ， 我 是 匹 大学生 ， 希望 加入 一 个 手机 的 family plan 。,2,family plan,家庭套餐,,,,,,,,,,,,,大家 好 ， 我 是 匹 大学生 ， 希望 加入 一 个 手机 的 家庭套餐 。,[14_15],[2_7_16],
922,豪华 suv 包车 往返 pit 机场 及 匹兹堡 市区,3,suv,城市功能越野车,pit,匹兹堡,,,,,,,,,,,豪华城市功能越野车包车 往返匹兹堡机场 及 匹兹堡 市区,[1_4],,
923,去 ymca 找 一 个 正规 的 吧,2,ymca,need to translate,,,,,,,,,,,,,去 ymca 找 一 个 正规 的 吧,[1],,
924,area manager 地区 经理,2,area manager,地区管理,,,,,,,,,,,,,地区管理 地区 经理,[0_1],,
925,有 良好 的 沟通 能力 和 时间 观念 ， 团队 意识 强 熟练 应用 电脑 ， excel 表格 ， word 文档 等 基本 办公 软件 应用 有 工作 经验 ， 美国 身份 者 优先 考虑,3,excel,excel,word,word,,,,,,,,,,,有 良好 的 沟通 能力 和 时间 观念 ， 团队 意识 强 熟练 应用 电脑 ， excel 表格 ， word 文档 等 基本 办公 软件 应用 有 工作 经验 ， 美国 身份 者 优先 考虑,[16_19],[8_15_18_29],
926,朋友 背景 ： 国内 大学 研究生 ， 已 拿到 公司 offer .,2,offer,邀请,,,,,,,,,,,,,朋友 背景 ： 国内 大学 研究生 ， 已 拿到 公司 邀请 .,[10],[2_6_11],
927,客服 很 nice ， 丢 单 必 补 ， 从不 赖账 ；,2,nice,好,,,,,,,,,,,,,客服 很 好 ， 丢 单 必 补 ， 从不 赖账 ；,[2],[3_8_11],
928,有 permit 和 国内 驾照 ， 希望 有 人 可以 有偿 帮忙 过 一 遍 考试 内容 和 讲 一下 注意 事项 ！,2,permit,许可证,,,,,,,,,,,,,有 许可证 和 国内 驾照 ， 希望 有 人 可以 有偿 帮忙 过 一 遍 考试 内容 和 讲 一下 注意 事项 ！,[1],[5_22],
929,有 需要 或 加入 att family plan 的 吗 ？,2,att family plan,att 家庭套餐,,,,,,,,,,,,,有 需要 或 加入 att 家庭套餐 的 吗 ？,[4_5_6],[9],
930,参加 信息 ， 论坛 详情 见 flyer ！,2,flyer,传单,,,,,,,,,,,,,参加 信息 ， 论坛 详情 见传单 ！,[6],[2_7],
931,有 permit ， 没有 车 ， 但是 很 需要 近期 考 驾照 。,2,permit,许可证,,,,,,,,,,,,,有 许可证 ， 没有 车 ， 但是 很 需要 近期 考 驾照 。,[1],[2_5_12],
932,你们 要 去 哪个 outlet,2,outlet,奥特莱斯,,,,,,,,,,,,,你们 要 去 哪个 奥特莱斯,[4],,
933,过往 的 两 次 自从 匹 大 加入 acc 对阵 情况 来看 ， 掌控 比赛 节奏 在 对阵 duke 时 总 显得 那么 的 艰难 。,3,acc,acc,duke,杜克,,,,,,,,,,,过往 的 两 次 自从 匹 大 加入 acc 对阵 情况 来看 ， 掌控 比赛 节奏 在 对阵 杜克 时 总 显得 那么 的 艰难 。,[8_18],[12_25],
934,晚上 去 woodbury outlets 。,2,woodbury outlets,伍德百瑞奥特莱斯,,,,,,,,,,,,,晚上 去伍德百瑞奥特莱斯。,[2_3],[4],
935,大家 找 工作 都 需要 专业 头像 作为 自己 的 profile picture .,2,profile picture,个人资料图片,,,,,,,,,,,,,大家 找 工作 都 需要 专业 头像 作为 自己 的 个人资料图片 .,[10_11],[12],
936,walter's automotive ， 口碑 很好,2,automotive,汽车,,,,,,,,,,,,,walter's automotive ， 口碑 很好,[1],[2],
937,target 就 可以,2,target,塔吉特,,,,,,,,,,,,,塔吉特 就 可以,[0],,
938,还有 pittsburgh custom darkroom :,2,pittsburgh custom darkroom,匹兹堡定制暗室,,,,,,,,,,,,,还有 匹兹堡定制暗室 :,[1_2_3],[4],
939,> 通过 校园 里 的 emergency 报警 系统,2,emergency,紧急的,,,,,,,,,,,,,> 通过 校园 里 的 紧急的 报警 系统,[5],[0],
940,remain calm 冷静,2,remain calm,保持冷静,,,,,,,,,,,,,保持冷静 冷静,[0_1],,
941,use good judgment 机智,2,use good judgment,善用判断力,,,,,,,,,,,,,善用判断力 机智,[0_1_2],,
943,south oakland 的 bates street 以西 - - hill district,4,south oakland,南奥克兰,bates street,贝茨街,hill district,希尔区,,,,,,,,,南奥克兰 的贝茨街 以西 - -希尔区,[0_1_3_4_8_9],[6_7],
944,west oakland 的 robinson street 西 南面 -- terrace village,4,west oakland,西奥克兰,robinson street,罗宾逊街,terrace village,露台村,,,,,,,,,西奥克兰 的 罗宾逊街西 南面 -- 露台村,[0_1_3_4_8_9],,
945,trees 周五 大概 是 几 点 ？,2,trees,树,,,,,,,,,,,,,树周五 大概 是 几 点 ？,[0],[6],
946,另外 peterson 是 哪里 .,2,peterson,佩特森,,,,,,,,,,,,,另外 佩特森 是 哪里 .,[1],[4],
947,然后 就 可以 email 群发 附近 的 dealer 要求 报价 ， 然后 让 他们 互相 beat 。,4,email,电子邮件,dealer,卖家,beat,竞价,,,,,,,,,然后 就 可以 电子邮件 群发 附近 的 卖家 要求 报价 ， 然后 让 他们 互相 竞价 。,[3_7_15],[10_16],
948,liability : 你 的 责任 事故 给 别人 造成 的 经济 损失 和 医疗 费用 。,2,liability,责任险,,,,,,,,,,,,,责任险 : 你 的 责任 事故 给 别人 造成 的 经济 损失 和 医疗 费用 。,[0],[1_15],
949,以上 是 对 保险 的 概述 ， 各 公司 的 coverage 条款 中 会 有 细微 差别 。,2,coverage,包含,,,,,,,,,,,,,以上 是 对 保险 的 概述 ， 各 公司 的 涵盖 条款 中 会 有 细微 差别 。,[10],[6_17],
950,所谓 全 保 和 半 保 的 区别 ， 主要 是 指 是否 有 collision ， 因为 只有 liability 和 collision 比较 贵 。,4,collision,碰撞险,liability,责任险,collision,碰撞险,,,,,,,,,所谓 全 保 和 半 保 的 区别 ， 主要 是 指 是否 有 碰撞险 ， 因为 只有 责任险 和 碰撞险 比较 贵 。,[14_18_20],[8_15_23],
951,航空 公司 xx airlines,2,xx airlines,XX 航空,,,,,,,,,,,,,航空 公司 XX 航空,[2_3],,
952,pasta 意大利 面 rice 米饭 noodle 面条 / 炒面,4,pasta,意面,rice,饭,noodle,面条,,,,,,,,,意面 意大利 面 饭 米饭 面条 面条 / 炒面,[0_3_5],[7],
954,toilet 厕所 excuse me .,3,toilet,厕所,excuse,对不起,,,,,,,,,,,厕所 对不起，请问厕所在哪儿.,[0_2_3],[4],[me]
955,我 儿子 的 毕业 典礼 my son ’ s graduation ceremony,2,my son,我的儿子,s graduation ceremony ’ ,毕业典礼 ’ ,,,,,,,,,,,我 儿子 的 毕业 典礼 我 儿子 的 毕业 典礼,[5_6_8_9_10],[7],
956,照相 take photo/picture,2,take,拿,,,,,,,,,,,,,照相 照相,[1],,
957,我 不 懂 sorry i don ’t understand,3,sorry i don,对不起我不,understand,明白,,,,,,,,,,,我 不 懂 对不起我不明白,[3_4_5_7],,
958,我 不 说 英语 sorry i don ’ t speak english,2,sorry i don,对不起我不,t speak english ’ ,说英文 ’ ,,,,,,,,,,,我 不 说 英语 对不起我不说英文,[4_5_6_8_9_10],[7],
959,行李 传送带 luggage claim ;,2,luggage claim,行李带,,,,,,,,,,,,,行李 传送带 行李带 ;,[2_3],[4],
960,baggage claim 国际 出港 international departure,3,baggage claim,行李带,international departure,国际出发,,,,,,,,,,,行李带 国际 出港 国际出发,[0_1_4_5],,
961,国内 出港 domestic departure 国际 旅客 international passengers,3,domestic departure,国内出发,international passengers,国际旅客,,,,,,,,,,,国内 出港 国内出发 国际 旅客 国际旅客,[2_3_6_7],,
962,转机 transfer 转机 旅客 transfer passengers,3,transfer,转机,transfer passengers,转机旅客,,,,,,,,,,,转机转机 转机 旅客转机旅客,[1_4_5],,
963,入口 in 出口 exit ;,3,in,进入,exit,出口,,,,,,,,,,,入口 进入 出口 出口 ;,[1_3],[4],
964,厕所 toilet ， restroom 正点 on time 延误 、 推迟 delayed,4,toilet,厕所,restroom ， on time,厕所 ， 正点,delayed,延误,,,,,,,,,厕所厕所， 厕所 ；正点 正点 延误 、 推迟 推迟,[1_3_5_6_10],[2_8],
965,姓 family name ， last name ， surname 名 first name,3,family name,姓,last name ， surname ， first name,姓 ， 姓 ， 名,,,,,,,,,,,姓 姓， 姓 ， 姓 名 名,[1_2_4_5_7_9_10],[3_6],
966,下 一 页 是 给 海关 官员 的 信 ， 打出 来 之后 带着 ， 过关 的 时候 他 可能 会 问 ： what ’ s your purpose of this visit ?,2,what,什么,s your purpose of this visit ’ ,是你来这里访问的目的 ’ ,,,,,,,,,,,下 一 页 是 给 海关 官员 的 信 ， 打出 来 之后 带着 ， 过关 的 时候 他 可能 会 问 ： 你为什么来访问美国,[23_25_26_27_28_29_30],[9_14_22_24_31],
967,（ 你 为何 来 美国 ， 你 在 美国 住 哪里 ， 等等 ） 告诉 他 i don ’ t speak english ， but please take a look at this .,2,i don,我不,t speak english ’ but please take a look at this ， ,说英语 ’ 但是请看看这个 ， ,,,,,,,,,,,（ 你 为何 来 美国 ， 你 在 美国 住 哪里 ， 等等 ） 告诉 他 我不会说英语但是请你看看这个,[16_17_19_20_21_23_24_25_26_27_28_29],[0_5_11_13_18_22_30],
968,august 7-9 : 餐馆 预演 ， 就是 早 去 有 优惠 哦,2,august,八月,,,,,,,,,,,,,八月 7-9 : 餐馆 预演 ， 就是 早 去 有 优惠 哦,[0],[2_5],
969,august 10-16 ： 就 是 正式 的 餐馆 周 啦,2,august,八月,,,,,,,,,,,,,八月 10-16 ： 就 是 正式 的 餐馆 周 啦,[0],[2],
970,google 点 图 ， 电脑 里 都 没有 了 。,2,google,谷歌,,,,,,,,,,,,,谷歌点 图 ， 电脑 里 都 没有 了 。,[0],[3_9],
971,山上 有 很多 家 高大 上 的 餐厅 ， 我 最 喜欢 的 一 家 是 monterey bay fish grotto ， view 给 满分 。,2,monterey bay fish grotto,默特利尔海湾鱼窟,view ， ,风景 ， ,,,,,,,,,,,山上 有 很多 家 高大 上 的 餐厅 ， 我 最 喜欢 的 一 家 是 默特利尔海湾鱼窟 ， 风景 给 满分 。,[16_17_18_19_21],[8_20_24],
972,downtown 有 个 公寓 叫 washington plaza ， view 啊 户型 啊 ， 都 极 好 ， 没有 车 也 有 公交 ， 车位 充足 生活 便利 。,3,downtown,市区,washington plaza,华盛顿广场,view ， ,风景 ， ,,,,,,,,,市区 有 个 公寓 叫 华盛顿广场， 风景 啊 户型 啊 ， 都 极 好 ， 没有 车 也 有 公交 ， 车位 充足 生活 便利 。,[0_5_6_8],[7_12_16_22_27],
